0,1,2,3,4,5,6
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
1,"马克思主义/思
想政治教育",全媒体时代高校意识形态安全风险防范能力提升研究,规划基金项目,21XJA710006,张劲,重庆科技学院
2,"马克思主义/思
想政治教育",新时代推进大中小学思政课一体化建设对策研究,规划基金项目,21XJA710004,饶旭鹏,兰州理工大学
3,"马克思主义/思
想政治教育",“中国智慧”话语体系建构研究,规划基金项目,21XJA710001,白宁芳,宁夏大学
4,"马克思主义/思
想政治教育","中国共产党对社会主义和市场经济相结合的创新性发展研
究",规划基金项目,21XJA710005,王萍,西安建筑科技大学
5,"马克思主义/思
想政治教育",新时代高校主流意识形态认同教育研究,规划基金项目,21XJA710002,程馨莹,西北大学
6,"马克思主义/思
想政治教育",后扶贫时代高校思政工作助推乡村振兴路径探析,规划基金项目,21XJA710003,林丽芳,"云南交通职业技术
学院"
7,"马克思主义/思
想政治教育",高校推进习近平新时代中国特色社会主义思想大众化研究,青年基金项目,21XJC710006,向黎,成都大学
8,"马克思主义/思
想政治教育","“大思政”视域下大学生“四史”学习教育协同创新路径
研究",青年基金项目,21XJC710002,李华夏,重庆文理学院
9,"马克思主义/思
想政治教育",中国共产党百年卫生防疫相关史料整理与经验研究,青年基金项目,21XJC710007,张恩,湖北民族大学
10,"马克思主义/思
想政治教育",人类命运共同体引领全球治理体系变革的中国方案研究,青年基金项目,21XJC710008,张鹏,陕西师范大学
11,"马克思主义/思
想政治教育",习近平总书记推进共同富裕的理论创新与实现路径研究,青年基金项目,21XJC710003,李亚,四川大学
12,"马克思主义/思
想政治教育","党的自身建设引领国家治理现代化的作用机制和实践路径
研究",青年基金项目,21XJC710005,王小鹏,四川大学
13,"马克思主义/思
想政治教育",新时代爱国主义教育文化载体的整合与建设研究,青年基金项目,21XJC710001,葛轶蒙,西安外国语大学
14,"马克思主义/思
想政治教育",国外学者关于习近平总书记人类命运共同体思想的研究,青年基金项目,21XJC710004,宋婧琳,西南财经大学
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
15,哲学,《胡塞尔全集第40卷》的翻译与研究,规划基金项目,21XJA720001,师庭雄,西北师范大学
16,哲学,保罗·维利里奥“消失的美学”思想研究,青年基金项目,21XJC720001,米晓雪,大理大学
17,哲学,实际因果前沿问题研究,青年基金项目,21XJC720002,吴小安,西北工业大学
18,语言学,"基于论元结构与动作方式互动的汉语常用单音节动词语义
演变研究",规划基金项目,21XJA740003,胡丽珍,重庆师范大学
19,语言学,《说文解字》整理与研究,规划基金项目,21XJA740002,高山,贵州医科大学
20,语言学,布朗语濒危方言景谷芒旺话调查记录与研究,规划基金项目,21XJA740005,卿雪华,昆明学院
21,语言学,面向藏文信息处理的藏语短语分类及标记方法研究,规划基金项目,21XJA740001,才藏太,青海师范大学
22,语言学,"基于汉语母语学习语料库的中小学《语文》教材翻译文本
语言特征与功能考察研究",规划基金项目,21XJA740004,黄立波,西安外国语大学
23,语言学,第二语言词汇教学的语用转向研究,规划基金项目,21XJA740006,王改燕,西安外国语大学
24,语言学,"语料库驱动下学术英语线上线下深度融合教学模式构建及
应用研究",规划基金项目,21XJA740007,张露蓓,西南交通大学
25,语言学,英汉指元状语的时空性对比研究,青年基金项目,21XJC740005,杨静,重庆师范大学
26,语言学,"面向东南亚国家的中国汽车售后语言服务与支持应用研究
——以越南、缅甸、泰国为例",青年基金项目,21XJC740003,李燕洲,广西科技大学
27,语言学,秦简牍疑难字词集释汇考,青年基金项目,21XJC740004,翁明鹏,广西师范大学
28,语言学,近代日本旅西记述类文献整理与汉字词研究,青年基金项目,21XJC740006,张春阳,广西师范大学
29,语言学,基于《现代汉语词典》各版本的词语规范研究,青年基金项目,21XJC740001,曾柱,陕西师范大学
30,语言学,新媒体语境下大学机构身份话语建构的语用学研究,青年基金项目,21XJC740002,段李敏,陕西师范大学
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
31,中国文学,汉语规范化运动与当代文学语言形态研究（1949-1966）,规划基金项目,21XJA751002,朱姝,四川大学
32,中国文学,"知识社会学视野下中国少数民族书写与当代文学史的关系
研究",规划基金项目,21XJA751001,吴雪丽,西南民族大学
33,中国文学,百年英美赋学文献整理与研究(1921-2021),青年基金项目,21XJC751004,杨海霞,重庆师范大学
34,中国文学,中国经典诗文在朝鲜半岛的视觉化、生活化接受研究,青年基金项目,21XJC751003,许宁,广西师范大学
35,中国文学,鲁迅与电影文化的关系研究,青年基金项目,21XJC751001,刘素,四川师范大学
36,中国文学,明代文论与画论的关系谱系研究,青年基金项目,21XJC751002,魏刚,西南交通大学
37,外国文学,美国荒野文学中的命运共同体研究,规划基金项目,21XJA752001,胡英,大理大学
38,外国文学,当代北美法语纪实文学的“自由”观照研究,规划基金项目,21XJA752004,杨令飞,广西民族大学
39,外国文学,英国16、17世纪巴罗克文学疾病诗学研究,规划基金项目,21XJA752005,张敏,兰州大学
40,外国文学,冰岛萨加文学研究,规划基金项目,21XJA752003,徐琳,西北大学
41,外国文学,伊丽莎白·盖斯凯尔小说的博物学叙事研究,规划基金项目,21XJA752002,李洪青,云南师范大学
42,外国文学,日本军记物语对中国诗歌的接受研究,青年基金项目,21XJC752001,邓力,四川大学
43,外国文学,东南亚文学共同体意识研究,青年基金项目,21XJC752002,吕晶晶,玉林师范学院
44,外国文学,威廉斯诗歌风景书写的中国古典山水美感研究,青年基金项目,21XJC752003,杨章辉,云南师范大学
45,艺术学,"中华民族共同体视域下蒙古族“乃日”音声的变迁与发展
研究",青年基金项目,21XJC760004,张鑫,"鄂尔多斯应用技术
学院"
46,艺术学,从秩序感到秩序：中国西部苗族几何纹样造型研究,青年基金项目,21XJC760005,周天一,广西民族大学
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
47,艺术学,改革开放四十年西南雕塑文献整理与研究（1978-2018）,青年基金项目,21XJC760001,邓喜军,四川师范大学
48,艺术学,新媒体语境下秦腔动态数字插画设计与应用研究,青年基金项目,21XJC760002,蒋媛,西安科技大学
49,艺术学,老龄化背景下KOA患者运动辅具设计及应用研究,青年基金项目,21XJC760003,王旭鹏,西安理工大学
50,历史学,宋代长江沿线的环境问题及其保护研究,青年基金项目,21XJC770006,谭静怡,重庆工商大学
51,历史学,"中国地政学会与近代中国“农村复兴”改革运动研究
（1932-1949）",青年基金项目,21XJC770001,曾作铭,广西大学
52,历史学,敦煌遗书所见佛教符印研究,青年基金项目,21XJC770007,杨刚,兰州大学
53,历史学,近代日本驻中国外务省警察研究（1884-1945）,青年基金项目,21XJC770004,刘紫英,乐山师范学院
54,历史学,近代以来新教传教士与青海藏族研究（1876-1949）,青年基金项目,21XJC770008,赵力,四川大学
55,历史学,北平“文化城”的营造研究（1928-1937）,青年基金项目,21XJC770003,李建国,西安财经大学
56,历史学,"美国海外领土的合法性建构及其失灵现象研究——以美国
对太平洋岛屿托管地的政策为例",青年基金项目,21XJC770005,牛丹丹,西安外国语大学
57,历史学,倭马亚王朝历史兴衰中的部落因素研究,青年基金项目,21XJC770009,赵琳,西安外国语大学
