0,1,2,3,4,5,6
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
1,"马克思主义/思
想政治教育",柯柯牙精神研究,规划基金项目,21YJA710049,于震宇,"阿克苏职业技术学
院"
2,"马克思主义/思
想政治教育","新时代中国特色法治文化建设与社会主义核心价值观同构
研究",规划基金项目,21YJA710056,张蓉,安徽工业大学
3,"马克思主义/思
想政治教育","建党百年来中国共产党坚持人民立场的逻辑经验和创新研
究",规划基金项目,21YJA710041,吴爱萍,北京石油化工学院
4,"马克思主义/思
想政治教育","中国共产党百年红色家书融入新时代思政课的理论与实践
研究",规划基金项目,21YJA710010,何海燕,长江师范学院
5,"马克思主义/思
想政治教育","武陵山民族地区红军遗址资源的调查、保护及开发利用研
究",规划基金项目,21YJA710038,王云清,长江师范学院
6,"马克思主义/思
想政治教育",美好生活视域下生态公平问题研究,规划基金项目,21YJA710003,陈芬,长沙理工大学
7,"马克思主义/思
想政治教育",中国共产党践行群众路线的百年历程及基本经验研究,规划基金项目,21YJA710007,郭华,长沙理工大学
8,"马克思主义/思
想政治教育",新时代提升中国特色社会主义国际话语权研究,规划基金项目,21YJA710028,祁峰,大连海事大学
9,"马克思主义/思
想政治教育",“00后”大学生的爱国主义教育话语引导及传播效度研究,规划基金项目,21YJA710044,徐岩,电子科技大学
10,"马克思主义/思
想政治教育",增强大陆高校港澳学生国家认同感机制研究,规划基金项目,21YJA710034,王贺,东莞理工学院
11,"马克思主义/思
想政治教育",网络舆论中大学生网络群体极化生成机理与治理策略研究,规划基金项目,21YJA710033,汪永安,东华大学
12,"马克思主义/思
想政治教育","政治仪式推进高校意识形态教育的内在机理与实现路径研
究",规划基金项目,21YJA710050,袁小云,福建工程学院
13,"马克思主义/思
想政治教育","新冠肺炎疫情背景下国外左翼学者对中国制度优势的评价
研究",规划基金项目,21YJA710009,韩欲立,复旦大学
14,"马克思主义/思
想政治教育","制度自信视域下中国特色社会主义话语体系的国际构建研
究",规划基金项目,21YJA710060,周静,广东工业大学
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
15,"马克思主义/思
想政治教育",新时代大学生奋斗精神培育研究,规划基金项目,21YJA710016,李海波,广西大学
16,"马克思主义/思
想政治教育",习近平总书记关于劳动教育的重要论述及其落实机制研究,规划基金项目,21YJA710052,詹明鹏,广州大学
17,"马克思主义/思
想政治教育",颠覆性技术对我国网络意识形态安全的影响及对策研究,规划基金项目,21YJA710040,文洁贤,广州中医药大学
18,"马克思主义/思
想政治教育","新时代共同富裕背景下破解发展不平衡不充分问题研究—
—以浙江为例",规划基金项目,21YJA710002,陈彩娟,杭州师范大学
19,"马克思主义/思
想政治教育","五四时期社会改造思潮与马克思主义“革命话语”在中国
的建立研究",规划基金项目,21YJA710042,吴汉全,杭州师范大学
20,"马克思主义/思
想政治教育",中国共产党育新人百年探索的内在逻辑研究,规划基金项目,21YJA710057,张希中,河南科技学院
21,"马克思主义/思
想政治教育",新时代中国共产党自我革命方略研究,规划基金项目,21YJA710046,杨邓红,湖北师范大学
22,"马克思主义/思
想政治教育","新时代中国特色社会主义意识形态凝聚力和引领力的生成
研究",规划基金项目,21YJA710011,胡帆,湖南工业大学
23,"马克思主义/思
想政治教育",跨学科视域下课程思政内容主体化的心理基础研究,规划基金项目,21YJA710004,陈相光,华南师范大学
24,"马克思主义/思
想政治教育",制造强国战略下新生代产业工人职业意识教育研究,规划基金项目,21YJA710005,范少虹,华南师范大学
25,"马克思主义/思
想政治教育",马克思资本不平衡理论视阈下我国社会主要矛盾研究,规划基金项目,21YJA710043,吴靖,华南师范大学
26,"马克思主义/思
想政治教育",新发展阶段共同富裕的生成逻辑及实现路径研究,规划基金项目,21YJA710006,傅红冬,淮阴师范学院
27,"马克思主义/思
想政治教育",中国共产党百年政党协商理论与实践研究,规划基金项目,21YJA710039,王占可,黄淮学院
28,"马克思主义/思
想政治教育",基于扎根理论的高校学术腐败治理机制研究,规划基金项目,21YJA710026,梅士伟,吉林大学
29,"马克思主义/思
想政治教育",建党百年来思政教育话语演进研究：以人民性为视角,规划基金项目,21YJA710045,闫薇,吉林师范大学
