0,1,2,3,4,5,6
序号,学科门类,学校名称,项目类别,项目名称,项目批准号,项目负责人
1,法学,安徽大学,规划基金项目,非政府组织法律制度研究,10YJA820098,汪莉
2,法学,安徽大学,规划基金项目,交通肇事犯罪的刑法对策研究,10YJA820129,张晶
3,法学,北京大学,规划基金项目,民事司法权优化配置研究,10YJA820020,傅郁林
4,法学,北京大学,规划基金项目,"国际条约框架下的知识产权政治暨中国的对策：以中美知
识产权博弈为主线",10YJA820068,刘银良
5,法学,北京大学,规划基金项目,环境标准法律制度研究,10YJA820097,汪劲
6,法学,北京大学,规划基金项目,中国企业海外投资法律风险防范研究,10YJA820134,张潇剑
7,法学,北京工商大学,规划基金项目,"城市公共空间使用视角下流动商贩的法律地位与利益协调
制度研究",10YJA820072,吕来明
8,法学,北京理工大学,规划基金项目,知识产权滥用的反垄断矫正,10YJA820025,郭德忠
9,法学,北京师范大学,规划基金项目,"国际民事诉讼管辖权与和谐国际社会构建的研究—以中德
国际民事诉讼管辖权对比为视角",10YJA820067,刘懿彤
10,法学,成都理工大学,规划基金项目,宅基地自愿退出法律制度研究,10YJA820101,王明成
11,法学,大连理工大学,规划基金项目,产业技术创新联盟发展中的法律问题研究,10YJA820018,费艳颖
12,法学,东北财经大学,规划基金项目,我国慈善事业法律制度完善研究,10YJA820143,邹世允
13,法学,东南大学,规划基金项目,从民生改善到经济发展：社会权法律保障新视角研究,10YJA820023,龚向和
14,法学,东南大学,规划基金项目,城市规划法律治理研究,10YJA820074,孟鸿志
15,法学,东南大学,规划基金项目,民意沟通与司法调审制度改革研究,10YJA820128,张洪涛
16,法学,对外经济贸易大学,规划基金项目,两岸四地自由贸易区暨经济一体化法律问题研究,10YJA820001,鲍禄
17,法学,对外经济贸易大学,规划基金项目,我国道路交通事故受害人社会救助基金制度重构研究,10YJA820051,李青武
18,法学,对外经济贸易大学,规划基金项目,《消费者权益保护法》修改中的若干重大问题研究,10YJA820091,苏号朋
19,法学,福建警察学院,规划基金项目,信息化侦查方法研究,10YJA820052,李双其
20,法学,福建警察学院,规划基金项目,劳动法律制度功能的差别认知及法律完善研究,10YJA820114,谢天长
21,法学,福州大学,规划基金项目,民国时期民法学家群体与中国民法近代化,10YJA820002,蔡晓荣
22,法学,福州大学,规划基金项目,社会安全稳定政府职责的社会法调整,10YJA820095,汤黎虹
23,法学,复旦大学,规划基金项目,人格权疑难问题研究,10YJA820064,刘士国
24,法学,复旦大学,规划基金项目,"中国近代法科留学生西文论著研究：以留美法学博士论文
为中心",10YJA820104,王伟
25,法学,复旦大学,规划基金项目,我国证券群体诉讼的模式选择与制度构建,10YJA820133,章武生
26,法学,广东工业大学,规划基金项目,我国知识产权质押融资实证研究,10YJA820085,丘志乔
27,法学,广东商学院,规划基金项目,授权的宪法逻辑：中国地方制度新论,10YJA820012,杜承铭
28,法学,广东商学院,规划基金项目,"法律统一适用的内在约束力研究——以法律思维和司法经
验为视角",10YJA820017,房文翠
29,法学,广东外语外贸大学,规划基金项目,行政备案制度研究,10YJA820142,朱最新
30,法学,贵州财经学院,规划基金项目,产品责任法若干问题研究,10YJA820048,李建生
31,法学,贵州财经学院,规划基金项目,"美国劳资利益表达与法律平等保护机制研究——以美国劳
资关系法律制度的演变为视角",10YJA820140,周剑云
32,法学,河北大学,规划基金项目,公益诉权：理论、立法与实践,10YJA820043,柯阳友
33,法学,河南财经学院,规划基金项目,公债的宪法控制,10YJA820086,冉富强
34,法学,河南大学,规划基金项目,农村环境保护立法及其实施机制研究,10YJA820107,王艳玲
35,法学,黑龙江大学,规划基金项目,企业形态当代发展的哲学思辨及我国创新方向,10YJA820106,王妍
36,法学,衡阳师范学院,规划基金项目,行政规范性文件绩效评估研究,10YJA820032,胡峻
37,法学,湖南商学院,规划基金项目,"中国近代法理学的形成发展（1895-1949）——以《法学通
论》教科书为中心展开",10YJA820005,程波
38,法学,湖南商学院,规划基金项目,构建农村新型集体经济模式与机制的法律研究,10YJA820123,杨峥嵘
39,法学,华北电力大学,规划基金项目,"合意纠纷解决的制度选择——以公众需求和调解制度实践
为视角",10YJA820059,梁平
40,法学,华北电力大学,规划基金项目,"国外石油基金法律制度比较研究—兼论石油基金法律制度
的建构",10YJA820121,杨卫东
41,法学,华东理工大学,规划基金项目,法治文化创新与传统儒学价值研究,10YJA820056,李瑜青
42,法学,华东政法大学,规划基金项目,义工组织法人制度研究,10YJA820004,陈婉玲
43,法学,华东政法大学,规划基金项目,当代中国的阶级与法治发展——纠纷解决的视角,10YJA820006,程金华
44,法学,华东政法大学,规划基金项目,科技创新动力机制与职务发明分配制度,10YJA820030,何敏
45,法学,华东政法大学,规划基金项目,"中国证券监管法律制度之完善——以吸取美国证券监管失
败的教训为视角",10YJA820071,罗培新
46,法学,华东政法大学,规划基金项目,黑社会性质组织之地理分布研究,10YJA820084,邱格屏
47,法学,华东政法大学,规划基金项目,辩护人伪造证据罪相关问题研究,10YJA820108,王永杰
48,法学,华东政法大学,规划基金项目,文化产业竞争秩序的规制研究——以竞争法的适用为视角,10YJA820116,徐士英
49,法学,华东政法大学,规划基金项目,中国发达城市二代移民权利保障与犯罪预防研究,10YJA820135,张艳辉
50,法学,华侨大学,规划基金项目,民事诉前证据收集制度研究,10YJA820118,许少波
