0,1,2,3,4,5,6
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
1,"马克思主义/
思想政治教育","马克思人学语境中的社会主义核心价值观弘扬范
式研究",规划基金项目,15YJA710007,汪盛玉,安徽师范大学
2,"马克思主义/
思想政治教育",当代大学生财富伦理观教育价值考量与路径诉求,规划基金项目,15YJA710036,张朝龙,蚌埠学院
3,"马克思主义/
思想政治教育",当代大学生价值观自信教育与引导研究,规划基金项目,15YJA710039,赵爱玲,北京信息科技大学
4,"马克思主义/
思想政治教育",高校青年教师主流意识形态认同与引领路径研究,规划基金项目,15YJA710044,朱悦怡,常州大学
5,"马克思主义/
思想政治教育",高校青年教师社会主义核心价值观认同研究,规划基金项目,15YJA710032,王越芬,东北林业大学
6,"马克思主义/
思想政治教育",中美高校思想政治教育教学方法比较研究,规划基金项目,15YJA710019,林晶,东北师范大学
7,"马克思主义/
思想政治教育","马克思主义中国化视域下中共反帝话语范式的建
构与演变及其基本经验研究",规划基金项目,15YJA710021,刘建萍,对外经济贸易大学
8,"马克思主义/
思想政治教育",改革开放以来我国大学生精神需求变化趋势研究,规划基金项目,15YJA710018,廖志诚,福建师范大学
9,"马克思主义/
思想政治教育","构建高校社会主义核心价值观微传播教育体系的
探索与实践研究",规划基金项目,15YJA710028,王建南,福建师范大学
10,"马克思主义/
思想政治教育","社会主义核心价值观提升我国国际话语权的路径
研究",规划基金项目,15YJA710002,陈宝国,福州外语外贸学院
11,"马克思主义/
思想政治教育","社会主义核心价值观融入民间舆论场的载体建设
研究",规划基金项目,15YJA710031,王宇,广西科技大学
12,"马克思主义/
思想政治教育",罗莎·卢森堡的社会革命观研究,规划基金项目,15YJA710013,李平,黑龙江大学
13,"马克思主义/
思想政治教育",传承与转化：书院文化中思想政治教育资源研究,规划基金项目,15YJA710001,蔡志荣,湖北第二师范学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
14,"马克思主义/
思想政治教育","大别山红色文化资源在思想政治教育中的整合利
用研究",规划基金项目,15YJA710010,江峰,湖北师范学院
15,"马克思主义/
思想政治教育",“微文化”对青年价值观的影响与培育策略研究,规划基金项目,15YJA710029,王利华,湖南工学院
16,"马克思主义/
思想政治教育","社会转型（1949-1956年）视野中的思想政治教育
研究——基于历史分析的视角",规划基金项目,15YJA710014,李平贵,湖南工业大学
17,"马克思主义/
思想政治教育",消费时代的文化正义匡扶与文化品质提升研究,规划基金项目,15YJA710006,傅守祥,华东政法大学
18,"马克思主义/
思想政治教育",大数据视域下青年思想政治教育创新发展研究,规划基金项目,15YJA710035,昝玉林,华南理工大学
19,"马克思主义/
思想政治教育",历史唯物主义的当代方法论意义研究,规划基金项目,15YJA710011,蒋正峰,华南农业大学
20,"马克思主义/
思想政治教育","中华优秀传统文化在海外华裔青少年群体中的传
播策略研究",规划基金项目,15YJA710045,卓高鸿,华侨大学
21,"马克思主义/
思想政治教育","命运共同体的建构——基于国际机制内化功能的
研究",规划基金项目,15YJA710020,刘传春,华中科技大学
22,"马克思主义/
思想政治教育","社会主义核心价值观视域下国民幸福观教育的价
值导引研究",规划基金项目,15YJA710005,冯光,嘉兴学院
23,"马克思主义/
思想政治教育",习近平总书记反腐倡廉建设战略思想研究,规划基金项目,15YJA710030,王平一,江南大学
24,"马克思主义/
思想政治教育","新形势下反腐倡廉党内法规的科学构建与有效执
行研究",规划基金项目,15YJA710024,蒙慧,兰州大学
25,"马克思主义/
思想政治教育",中国梦语境下马克思主义的当代形态建构研究,规划基金项目,15YJA710041,朱进有,兰州交通大学
26,"马克思主义/
思想政治教育",新媒体时代马克思主义大众化传播研究,规划基金项目,15YJA710027,隋秀英,辽宁师范大学
27,"马克思主义/
思想政治教育","制度反腐、过程防腐、文化倡廉三位一体——中
国特色反腐倡廉道路的整体架构",规划基金项目,15YJA710022,刘远柱,南通大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
28,"马克思主义/
思想政治教育",基于全球化背景的弘扬与培育中华民族精神研究,规划基金项目,15YJA710004,陈文殿,曲阜师范大学
29,"马克思主义/
思想政治教育",依法治国进程中人的非理性因素研究,规划基金项目,15YJA710026,沈大光,山东财经大学
30,"马克思主义/
思想政治教育",俄罗斯联邦共产党理论与实践新发展跟踪研究,规划基金项目,15YJA710016,李亚洲,山东大学
31,"马克思主义/
思想政治教育",中国特色社会主义劳动关系的制度特色研究,规划基金项目,15YJA710015,李汝贤,山西大学
32,"马克思主义/
思想政治教育",国家治理现代化进程中的公共精神培育研究,规划基金项目,15YJA710012,赖纯胜,汕头大学
33,"马克思主义/
思想政治教育",诠释学视角下马克思主义中国化的文化价值研究,规划基金项目,15YJA710017,李颖,绍兴文理学院
34,"马克思主义/
思想政治教育",新疆高校反分裂斗争研究,规划基金项目,15YJA710034,杨明芳,塔里木大学
35,"马克思主义/
思想政治教育",青年政治信仰培育问题的时空维度研究,规划基金项目,15YJA710037,张峰,泰山医学院
36,"马克思主义/
思想政治教育",习近平全面从严治党新战略布局深度研究,规划基金项目,15YJA710008,郭亚全,天津师范大学
37,"马克思主义/
思想政治教育",南宋儒家价值观大众化的历史启示研究,规划基金项目,15YJA710040,朱爱胜,无锡职业技术学院
38,"马克思主义/
思想政治教育",社会思潮研判机制研究,规划基金项目,15YJA710033,杨军,武汉大学
39,"马克思主义/
思想政治教育","关学涵育社会主义核心价值观的作用及其路径研
究",规划基金项目,15YJA710009,贺文华,西安文理学院
40,"马克思主义/
思想政治教育","高校中华优秀传统文化与社会主义核心价值观融
合教育机制研究",规划基金项目,15YJA710025,佘远富,扬州大学
41,"马克思主义/
思想政治教育","中国共产党的社会整合及其功能调适研究——社
会治理现代化视角",规划基金项目,15YJA710042,朱前星,浙江师范大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
42,"马克思主义/
思想政治教育","革命媒体与马克思主义大众化——基于延安时期
《解放日报》的考察",规划基金项目,15YJA710038,张根福,浙江师范大学
43,"马克思主义/
思想政治教育",友善价值观探究,规划基金项目,15YJA710043,朱书刚,中南财经政法大学
44,"马克思主义/
思想政治教育",高校意识形态安全治理体系和治理能力建设研究,规划基金项目,15YJA710003,陈静,中南民族大学
45,"马克思主义/
思想政治教育","马克思主义中国化研究的“两个范式”“四对范
畴”“多种理论形态”之探析",规划基金项目,15YJA710023,马爱云,中山大学
46,"马克思主义/
思想政治教育",我国农村土地流转信托运作模式研究,青年基金项目,15YJC710015,何林艺,"安徽电子信息职业技
术学院"
47,"马克思主义/
思想政治教育",当代精神利益研究及其启示,青年基金项目,15YJC710013,宫晓虹,安徽工业大学
48,"马克思主义/
思想政治教育",马尔库塞早期哲学思想研究,青年基金项目,15YJC710068,余在海,安徽师范大学
49,"马克思主义/
思想政治教育",贫困大学生职业生涯决策研究,青年基金项目,15YJC710058,涂薇,安徽师范大学
50,"马克思主义/
思想政治教育",延安时期马克思主义哲学理论创新研究,青年基金项目,15YJC710062,王真,宝鸡文理学院
51,"马克思主义/
思想政治教育","当代大学生社会主义核心价值观日常生活化融入
机制研究",青年基金项目,15YJC710066,尹保红,北京建筑大学
52,"马克思主义/
思想政治教育","虚无主义思潮对当代中国价值观的影响及其对策
研究",青年基金项目,15YJC710077,赵亮,北京理工大学
53,"马克思主义/
思想政治教育",粤港澳大学生近代历史观比较研究,青年基金项目,15YJC710059,王庆华,"北京理工大学珠海学
院"
54,"马克思主义/
思想政治教育",马克思主义社会治理思想及其中国化研究,青年基金项目,15YJC710048,沈杰,常州大学
55,"马克思主义/
思想政治教育",高校防范宗教渗透问题研究,青年基金项目,15YJC710046,秦义,常州大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
56,"马克思主义/
思想政治教育",马克思人与科技关系思想研究,青年基金项目,15YJC710076,张媛媛,大连民族学院
57,"马克思主义/
思想政治教育",面向大数据的高校网络意识形态建设研究,青年基金项目,15YJC710024,李怀杰,电子科技大学
58,"马克思主义/
思想政治教育",中美高等教育制度伦理的价值比较研究,青年基金项目,15YJC710056,田雪飞,东北大学
59,"马克思主义/
思想政治教育",高校网络意识形态安全问题研究,青年基金项目,15YJC710037,卢建有,东北师范大学
60,"马克思主义/
思想政治教育","社会转型期俄罗斯大学生政治价值观教育问题研
究",青年基金项目,15YJC710023,雷蕾,东北师范大学
61,"马克思主义/
思想政治教育",《资本论》中权力建构的辩证解读及其学术意义,青年基金项目,15YJC710063,翁寒冰,东南大学
62,"马克思主义/
思想政治教育",社会主义核心价值观引领和优化社会心态研究,青年基金项目,15YJC710007,陈赵阳,"福建师范大学福清分
校"
63,"马克思主义/
思想政治教育","在祛魅与返魅之间——世俗时代社会德育的失落
与重塑",青年基金项目,15YJC710040,吕卫华,阜阳师范学院
64,"马克思主义/
思想政治教育",道德教化的当代话语建构及实践创新研究,青年基金项目,15YJC710049,沈小勇,复旦大学
65,"马克思主义/
思想政治教育",弗雷泽全球化背景下的社会正义思想探究,青年基金项目,15YJC710069,袁丽,广东工业大学
