0,1,2,3,4,5,6
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
1,"马克思主义/
思想政治教育",维吾尔族母亲在民族团结中的作用,青年基金项目,15XJJC710001,"阿里努尔·阿
布都热合曼",喀什师范学院
2,"马克思主义/
思想政治教育","新疆宗教极端思想蔓延与""去极端化""研究",青年基金项目,15XJJC710003,武磊,新疆大学
3,"马克思主义/
思想政治教育",新疆高职院校意识形态领域反分裂反渗透途径探究,青年基金项目,15XJJC710002,王微,"新疆农业职业
技术学院"
4,"马克思主义/
思想政治教育",民族地区大学生信教问题的多维透析与教育转化研究,青年基金项目,15XJJC710004,张应平,伊犁师范学院
5,语言学,基于“过程”的译者心理研究,规划基金项目,15XJJA740001,蒲红英,伊犁师范学院
6,语言学,"新疆民汉双语翻译的历史与现状及数据库建设（1949
—2014）",青年基金项目,15XJJC740002,徐江,新疆工程学院
7,语言学,新疆少数民族大学生英语语音习得机制研究,青年基金项目,15XJJC740001,曹艳春,新疆农业大学
8,历史学,也门现代民族国家构建研究,青年基金项目,15XJJC770001,苏瑛,石河子大学
9,经济学,"新疆农村人口结构变化对新型农村社会养老保险的影
响研究",规划基金项目,15XJJA790001,孙立娟,新疆财经大学
10,管理学,新疆农村少数民族养老保障研究,青年基金项目,15XJJC630001,张金玲,新疆财经大学
11,法学,依托社区警务的反恐情报模式研究,青年基金项目,15XJJC820001,山丹,新疆警察学院
12,社会学,新疆南疆维吾尔族社会无业青少年生存现状调查研究,规划基金项目,15XJJA840001,"帕尔哈提·
库西马克",喀什师范学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
13,"民族学与文化
学",哈萨克族女性教育及其社会化发展研究,青年基金项目,15XJJC850001,蔡红,伊犁师范学院
14,"新闻学与传播
学",新疆高校“去极端化”宣传研究,青年基金项目,15XJJC860001,李彧,昌吉学院
15,教育学,南疆地区经济文化调研与维吾尔族初中校本课程建构,规划基金项目,15XJJA880001,"阿布利米提·
艾克木",新疆师范大学
16,教育学,新疆农村订单定向免费本科医学人才培养模式研究,规划基金项目,15XJJA880002,李玉华,新疆医科大学
17,教育学,"新疆民族地区职业教育集团运行机制的研究---以乌鲁
木齐市职业教育集团为例",青年基金项目,15XJJC880001,刘蓓,"乌鲁木齐职业
大学"
18,教育学,新疆南疆少数民族中学生科学素养调查研究,青年基金项目,15XJJC880002,刘永泉,新疆师范大学
19,心理学,"家庭双语互动对哈萨克族儿童双语水平及执行功能发
展的促进",规划基金项目,15XJJA190001,郭璇,伊犁师范学院
20,心理学,母语经验对维英双语者英语习得的影响,青年基金项目,15XJJC190001,陈佳昕,新疆师范大学
21,心理学,"ATI视角下双语者汉语文本阅读中的知识反转效应及机
制",青年基金项目,15XJJC190002,张冬梅,伊犁师范学院
22,"交叉学科/综
合研究",中华文化在上海合作组织国家内跨文化传播研究,规划基金项目,15XJJAZH001,赵永亮,新疆大学
23,"交叉学科/综
合研究","新疆察布察尔自治县锡伯族语言使用现状及其发展趋
势",青年基金项目,15XJJCZH002,彭霞,石河子大学
24,"交叉学科/综
合研究","新疆少数民族传统文化与社会主义核心价值观认同研
究",青年基金项目,15XJJCZH001,陈玲,新疆师范大学
