0,1,2,3,4,5,6
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
1,"马克思主义/思
想政治教育","西部民族地区中华民族共同体意识培育和教育的路径选
择研究",规划基金项目,19XJA710002,马惠兰,北方民族大学
2,"马克思主义/思
想政治教育",新时代意识形态工作原理研究,规划基金项目,19XJA710005,杨晓峰,长江师范学院
3,"马克思主义/思
想政治教育",新媒体时代我国主流意识形态话语权建构研究,规划基金项目,19XJA710006,朱勋春,重庆工商职业学院
4,"马克思主义/思
想政治教育","“双一流”建设背景下西部高校马克思主义理论学科推
进策略研究",规划基金项目,19XJA710004,宋俊成,贵州师范大学
5,"马克思主义/思
想政治教育",红色文化的生活化传承研究,规划基金项目,19XJA710001,何洪兵,四川大学
6,"马克思主义/思
想政治教育",延安经验与新时代全面从严治党研究,规划基金项目,19XJA710003,梅定国,延安大学
7,"马克思主义/思
想政治教育",全面从严治党的公正价值追求及其伦理路径研究,青年基金项目,19XJC710003,刘晓华,广西民族大学
8,"马克思主义/思
想政治教育",哈尼族中华民族共同体意识研究,青年基金项目,19XJC710002,李权,云南财经大学
9,"马克思主义/思
想政治教育",中国共产党从严治党的演变历史与内在逻辑透视研究,青年基金项目,19XJC710004,罗建华,云南师范大学
10,"马克思主义/思
想政治教育","新时代高校生态文明教育融入思想政治教育的理论与实
践研究",青年基金项目,19XJC710001,陈俊,遵义医学院
11,哲学,两宋之际福建经学研究,青年基金项目,19XJC720006,朱学博,重庆大学
12,哲学,胡塞尔的形而上学思想研究,青年基金项目,19XJC720005,谢利民,重庆大学
13,哲学,马克思主义语言哲学的建构与发展研究,青年基金项目,19XJC720003,孙杨,重庆师范大学
14,哲学,程颐经学理学思想会通研究,青年基金项目,19XJC720004,肖孟夏,四川大学
15,哲学,清末民初《韩非子》研究史研究,青年基金项目,19XJC720002,邱忠来,西安财经学院
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
16,哲学,基于信息中介论的主体双重尺度的统一性问题研究,青年基金项目,19XJC720001,曹嘉伟,"西安交通大学城市
学院"
17,宗教学,明末清初临济宗禅师口述自传研究,规划基金项目,19XJA730001,刘因灿,吉首大学
18,宗教学,五代北宋时期禅宗传法的空间扩展研究,青年基金项目,19XJC730001,葛洲子,陕西师范大学
19,宗教学,宋代民间观音信仰研究,青年基金项目,19XJC730002,李永斌,西北大学
20,宗教学,伊斯兰教中国化经典《天方典礼》研究,青年基金项目,19XJC730003,马少卿,西北民族大学
21,宗教学,唐宋《周易参同契》注本文献新考,青年基金项目,19XJC730004,屈燕飞,西华师范大学
22,语言学,二十世纪以来汉语书面语的构建与发展研究,规划基金项目,19XJA740002,何亮,重庆师范大学
23,语言学,译者中心理论体系建构的生态理性研究,规划基金项目,19XJA740004,罗迪江,广西科技大学
24,语言学,日源新词多视角研究,规划基金项目,19XJA740006,彭广陆,陕西师范大学
25,语言学,"当代汉语“汉外融合词”的族群化衍生路径与形成机制
研究",规划基金项目,19XJA740009,杨文全,西南大学
26,语言学,中美硕博学位论文摘要的语类特征对比研究,规划基金项目,19XJA740008,王淑雯,西南石油大学
27,语言学,"人工智能时代背景下的人机英汉翻译对比及翻译教学模
式研究",规划基金项目,19XJA740003,李奉栖,西南政法大学
28,语言学,"语段理论框架下英语、汉语、朝鲜语名词性短语内部成
分移置现象比较研究",规划基金项目,19XJA740001,安丰存,延边大学
29,语言学,明至民国时期云南方志方言资料整理研究及数字化建设,规划基金项目,19XJA740005,念颖,云南师范大学
30,语言学,少数民族杂居区家庭语言政策及母语传承研究,规划基金项目,19XJA740007,彭庆华,云南师范大学
31,语言学,19世纪中期以来川、黔、滇西南官话的演变研究,青年基金项目,19XJC740001,陈伟,曲靖师范学院
32,语言学,日语程式化序列的心理表征与加工机制研究,青年基金项目,19XJC740005,吴琳,西安交通大学
33,语言学,儿童外语词汇加工机制及其影响因素的研究,青年基金项目,19XJC740006,赵婷,西南财经大学
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
34,语言学,非外语本科生EAP产出能力培养研究,青年基金项目,19XJC740003,马俊明,西南大学
35,语言学,三语音系习得研究: 以彝族学生英语语调为例,青年基金项目,19XJC740004,秦祖宣,西南民族大学
36,语言学,汉语作为第二语言的搭配知识库建设及习得机制研究,青年基金项目,19XJC740002,李梅秀,云南民族大学
37,中国文学,审美资本主义批判的理论演进与美学问题重构研究,规划基金项目,19XJA751009,张良丛,长江师范学院
38,中国文学,中国游艺观念的审美文化史观照研究,规划基金项目,19XJA751010,张文浩,长江师范学院
39,中国文学,西南少数民族文学生态意识研究,规划基金项目,19XJA751003,邓家鲜,大理大学
40,中国文学,西南世居民族族源神话与族群认同研究,规划基金项目,19XJA751002,陈刚,贵州民族大学
41,中国文学,壮族当代文学批评研究,规划基金项目,19XJA751005,欧造杰,河池学院
