0,1,2,3,4,5,6
序号,学科门类,学校名称,项目类别,项目名称,项目批准号,申请人
1,法学,安徽大学,规划基金项目,政府采购领域中垄断行为的法律规制研究,14YJA820016,李胜利
2,法学,安徽工业大学,规划基金项目,企业环境污染第三方治理法律问题研究,14YJA820012,孔东菊
3,法学,北京工商大学,规划基金项目,城市公共空间商业化利用法律制度研究,14YJA820024,吕来明
4,法学,北京师范大学,规划基金项目,美国社区听证对中国的借鉴研究,14YJA820009,黄凤兰
5,法学,长春理工大学,规划基金项目,内部行政法律责任的理论与实证研究,14YJA820031,张闯
6,法学,电子科技大学中山学院,规划基金项目,集体劳动争议的转型态势与处理制度研究——以珠三角为例,14YJA820026,欧阳白果
7,法学,东华理工大学,规划基金项目,网络谣言分类治理法律制度研究,14YJA820019,李志明
8,法学,东华理工大学,规划基金项目,农村集体建设用地市场化下农用地生态补偿机制的法律研究,14YJA820028,吴萍
9,法学,东南大学,规划基金项目,法院内部管理的模式选择与目标定位——以司法改革为背景,14YJA820015,李可
10,法学,广东财经大学,规划基金项目,区域贸易协定竞争政策研究——他国的实践与中国的选择,14YJA820034,钟立国
11,法学,广东海洋大学,规划基金项目,海洋发展战略背景下我国海上犯罪体系问题研究,14YJA820029,许维安
12,法学,杭州电子科技大学,规划基金项目,网络经济下反垄断法实施问题研究,14YJA820002,陈伟华
13,法学,湖南工业大学,规划基金项目,中国应对人口老龄化问题的国家义务研究,14YJA820003,陈雄
14,法学,湖南师范大学,规划基金项目,中国涉外收养法律制度的完善对策,14YJA820010,蒋新苗
序号,学科门类,学校名称,项目类别,项目名称,项目批准号,申请人
15,法学,华东政法大学,规划基金项目,海洋航行自由的国际法理论与实践研究,14YJA820030,袁发强
16,法学,华南理工大学,规划基金项目,协同创新知识产权利益分配机制研究,14YJA820017,李石勇
17,法学,黄冈师范学院,规划基金项目,南海低敏感领域区域合作法律机制研究,14YJA820014,李建勋
18,法学,吉林大学,规划基金项目,信息违法犯罪行为的规制与矫正,14YJA820007,高德胜
19,法学,集美大学,规划基金项目,大数据时代电子证据收集与保全问题研究,14YJA820006,高波
20,法学,江西财经大学,规划基金项目,从影响性刑事个案的民意表达看司法公信力,14YJA820005,邓辉
