0,1,2,3,4,5,6
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
1,"马克思主义/思想
政治教育","中华美育精神融入高校思想政治教育的逻辑机理和实践
研究",青年基金项目,24XJC710011,杨晨科,成都理工大学
2,"马克思主义/思想
政治教育","多民族集聚地区习近平文化思想融入高校思想政治教育
的典型案例辑录与经验研究",青年基金项目,24XJC710003,常彩霞,"海南经贸职业技术学
院"
3,"马克思主义/思想
政治教育","数智时代铸牢云南各民族中华民族共同体意识宣传策略
研究",规划基金项目,24XJA710002,段阳,昆明理工大学
4,"马克思主义/思想
政治教育",新时代高校思想政治理论课立德树人规律研究,规划基金项目,24XJA710005,徐绍华,昆明理工大学
5,"马克思主义/思想
政治教育","数字化赋能西部高校“精准思政”的运作机理与实践路
径研究",规划基金项目,24XJA710004,罗淼,兰州财经大学
6,"马克思主义/思想
政治教育","教育家精神引领高校思政课教师职业素养评价体系建构
研究",规划基金项目,24XJA710003,高萍美,陕西师范大学
7,"马克思主义/思想
政治教育",新时代推进共同富裕的公共性逻辑研究,青年基金项目,24XJC710007,刘顿,陕西师范大学
8,"马克思主义/思想
政治教育",延安时期中国共产党树立劳动英模的实践及经验研究,青年基金项目,24XJC710001,蔡心,陕西中医药大学
9,"马克思主义/思想
政治教育","新质生产力赋能农民共同富裕的内在逻辑与实现路径研
究",青年基金项目,24XJC710002,曾胜,四川大学
10,"马克思主义/思想
政治教育","新时代工匠精神助推新质生产力发展的逻辑机理与实践
路径研究",青年基金项目,24XJC710008,罗俊梅,四川大学
11,"马克思主义/思想
政治教育","青年力量推进中华民族现代文明建设的耦合机理与实现
路径",青年基金项目,24XJC710009,王珏,西安电子科技大学
12,"马克思主义/思想
政治教育",高校专业课教师课程思政元素挖掘能力提升路径研究,规划基金项目,24XJA710006,张振龙,西安建筑科技大学
13,"马克思主义/思想
政治教育","有效市场和有为政府协同推进乡村产业振兴的理论机制
与实践路径研究",青年基金项目,24XJC710005,郭荔,西安建筑科技大学
14,"马克思主义/思想
政治教育",中华优秀传统文化对外传播的跨媒介叙事研究,青年基金项目,24XJC710004,陈盼盼,西北工业大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
15,"马克思主义/思想
政治教育",延安时期毛泽东关于党史学习教育的方法论研究,规划基金项目,24XJA710007,赵秋静,西北师范大学
16,"马克思主义/思想
政治教育",新时代干部容错机制的法治化研究,青年基金项目,24XJC710010,谢汶兵,西南交通大学
