0,1,2,3,4,5,6
序号,学科门类,学校名称,项目类别,项目名称,项目批准号,申请人
1,法学,四川大学,规划基金项目,美对华农产品贸易救济措施及对策研究,13XJA820001,杜玉琼
2,法学,西北大学,青年基金项目,"国际强化与协调监管背景下我国信用评级规制及其改
革研究",13XJC820001,彭秀坤
3,管理学,电子科技大学,青年基金项目,"基于动因视角的知识型员工反生产行为的结构维度研
究",13XJC630012,刘文彬
4,管理学,广西师范大学,青年基金项目,社会管理的协同机制研究：理论模型与实证分析,13XJC630013,苏曦凌
5,管理学,兰州交通大学,青年基金项目,面向服务水平的公交线路动态运营调度策略研究,13XJC630017,杨信丰
6,管理学,兰州商学院,青年基金项目,高等学校治理研究：公共管理的视角,13XJC630007,侯志峰
7,管理学,陕西师范大学,青年基金项目,医药费用控制中的协同管理与模式创新研究,13XJC630016,徐创洲
8,管理学,四川大学,青年基金项目,群体共识决策的影响因素、达成策略及应用研究,13XJC630015,吴志彬
9,管理学,四川大学,青年基金项目,产业转移背景下西部地区低碳增长研究,13XJC630018,姚黎明
10,管理学,四川农业大学,青年基金项目,基于三重盈余架构的中国企业社会责任评价体系研究,13XJC630005,符刚
11,管理学,四川师范大学,青年基金项目,"中国西部地区旅游产业竞争力时空演变及提升对策研
究--可持续发展视角下的实证研究",13XJC630009,李嘉
12,管理学,西安电子科技大学,青年基金项目,"全球制造环境下云制造系统脆弱性演化机理及控制机
制研究",13XJC630011,刘爱军
13,管理学,西安建筑科技大学,青年基金项目,"面向政府收益保障的公私合作项目VFM评价模型及其应
用研究",13XJC630008,胡振
14,管理学,西南财经大学,青年基金项目,"地方国有上市公司非效率投资及投资来源选择研究：
基于地方官员激励的视角",13XJC630001,曹春方
15,管理学,西南财经大学,青年基金项目,时限性回购契约在出版业的应用,13XJC630019,朱兢
16,管理学,西南大学,青年基金项目,"人口变动、劳动力转移背景下农业生产组织体系创新
研究",13XJC630006,高静
17,管理学,西南民族大学,青年基金项目,双方逆向选择下供应链协调与效率研究,13XJC630014,王新辉
18,管理学,重庆工商大学,青年基金项目,诚信领导对下属主动行为作用机制理论与实证研究,13XJC630002,崔子龙
19,管理学,重庆工商大学,青年基金项目,全生命周期视角下的城市固废垃圾发电协同效益分析,13XJC630003,代春艳
20,管理学,重庆理工大学,青年基金项目,"动荡环境下企业营销动态能力：模型、机制与开发应
用策略研究",13XJC630010,李巍
21,管理学,重庆邮电大学,青年基金项目,"基于失败学习的制造企业服务创新知识获取机理与路
径研究",13XJC630004,杜维
22,"国际问题研
究",云南大学,青年基金项目,"美国对湄公河地区策略的调整及其对GMS合作的影响研
究",13XJCGJW001,罗圣荣
23,教育学,安康学院,规划基金项目,新建地方本科院校提高大学生就业竞争力实证研究,13XJA880004,谢安国
24,教育学,长安大学,规划基金项目,古代小学“书教”研究,13XJA880003,彭砺志
25,教育学,成都师范学院,规划基金项目,少数民族地区小学低段情趣化汉语教学模式研究,13XJA880006,杨东
26,教育学,宁夏大学,规划基金项目,"宁夏西海固地区生态移民进程中农村基础教育取向研
究",13XJA880001,藏志勇
27,教育学,陕西师范大学,规划基金项目,基于核心知识脑图的高效课堂结构研究,13XJA880007,张立昌
28,教育学,四川师范大学,规划基金项目,学习型社会下成人终身学习能力构建及培养研究,13XJA880002,李盛聪
29,教育学,重庆交通大学,规划基金项目,基于复杂性科学的大学课程与课堂变革研究,13XJA880008,周开发
30,教育学,重庆师范大学,规划基金项目,西部少数民族学生科学学习困难成因及对策研究,13XJA880005,许应华
31,教育学,成都师范学院,青年基金项目,20世纪80年代以来我国农村教师制度身份变迁与反思,13XJC880004,侯中太
32,教育学,大理学院,青年基金项目,西双版纳奘寺学童现象及其教育法规因应研究,13XJC880006,刘晓巍
33,教育学,贵州师范大学,青年基金项目,大学生基层就业补偿政策及制度建设研究,13XJC880008,彭海霞
34,教育学,兰州大学,青年基金项目,"西北少数民族地区职业教育社会服务能力现状调查及
提升策略研究",13XJC880007,马君
35,教育学,西北师范大学,青年基金项目,翻译教师教学能力研究：结构、现状、发展,13XJC880003,郭来福
36,教育学,西北师范大学,青年基金项目,欧盟移民教育政策比较研究,13XJC880011,肖聪
37,教育学,西北师范大学,青年基金项目,职前英语教师实践性知识研究,13XJC880013,张维民
38,教育学,西南大学,青年基金项目,我国综合高中的发展及其未来走向研究,13XJC880001,常宝宁
39,教育学,西南大学,青年基金项目,"不同语境下中度智力落后儿童语用特点与干预策略FSC
主题互动游戏研究",13XJC880005,李欢
40,教育学,西南大学,青年基金项目,区域性大学联盟建设的支撑体系与运行机制研究,13XJC880009,王正青
41,教育学,西南民族大学,青年基金项目,"少数民族大学生文化认同对其就业及社会融合的影响
研究",13XJC880014,赵丹
42,教育学,云南师范大学,青年基金项目,云南省农村小学教师有效教学能力现状与培训研究,13XJC880002,冯丽婷
43,教育学,重庆师范大学,青年基金项目,自闭症儿童社会技能的评估与干预研究,13XJC880010,魏寿洪
44,教育学,重庆邮电大学,青年基金项目,大学章程执行力研究,13XJC880012,袁春艳
45,经济学,成都工业学院,规划基金项目,高校教职工收入差距研究—基于西部高校的实证数据,13XJA790001,冯瑛
46,经济学,电子科技大学,规划基金项目,"新兴产业成长的微观机制：网络、企业进入行为及其
效应",13XJA790005,滕颖
47,经济学,兰州大学,规划基金项目,"技术进步方向与经济发展方式转型：基于中国省级区
域的实证研究",13XJA790007,童长凤
48,经济学,西安财经学院,规划基金项目,"西北资源富集区碳排放增长预测及碳减排财税支持研
究",13XJA790006,铁卫
49,经济学,西北大学,规划基金项目,"中国地区间贸易壁垒对企业自主创新影响的内在机理
研究",13XJA790003,刘瑞明
50,经济学,西南石油大学,规划基金项目,"我国劳动力迁移空间动态及其对区域经济发展的影响
研究——基于城镇化与产业集聚的视角",13XJA790002,李建平
51,经济学,重庆大学,规划基金项目,国有股权在民营企业中的政治关联效果研究,13XJA790004,宋增基
52,经济学,四川大学,青年基金项目,"我国影子银行的发展及其对资产价格和宏观经济的影
响",13XJC790006,赵颖岚
53,经济学,四川大学,青年基金项目,"人口老龄化对资产价格的影响研究：基于中国市场的
实证",13XJC790007,邹瑾
54,经济学,西南政法大学,青年基金项目,"转型期FDI对我国收入分配、社会福利与贫困减少的影
响研究",13XJC790004,林永强
55,经济学,西南政法大学,青年基金项目,西部城镇化进程中农民财产性收入问题研究,13XJC790005,唐雪梅
56,经济学,云南师范大学,青年基金项目,"基于精明增长的高原城镇用地蔓延驱动机制与管控政
策研究",13XJC790001,曹洪华
57,经济学,重庆大学,青年基金项目,财政分权、晋升锦标赛与农业增长绩效研究,13XJC790003,李雪松
58,经济学,重庆工商大学,青年基金项目,我国农业巨灾保险运行机制及工具创新研究,13XJC790002,陈利
59,历史学,青海民族大学,规划基金项目,中国藏区土地改革问题研究,13XJA770002,周忠瑜
60,历史学,西南大学,规划基金项目,转型时期英国城市公益体系的构建与结构城市化研究,13XJA770001,邓云清
61,历史学,兰州大学,青年基金项目,敦煌佛教艺术中的外道形象研究,13XJC770002,吕德廷
62,历史学,云南师范大学,青年基金项目,"“制度移植”与“渐进改良”： 从民国成都的公共卫
生管理看现代转型的路径",13XJC770001,刘雪怡
63,"马克思主义
/思想政治
教育",贵州师范大学,规划基金项目,"文化多元化视野下马克思主义话语权面临的挑战及对
策研究",13XJA710002,张文富
64,"马克思主义
/思想政治
教育",重庆师范大学,规划基金项目,“05方案”背景下大学生法治教育研究,13XJA710001,刘寿堂
65,"马克思主义
/思想政治
教育",重庆师范大学,规划基金项目,"阶层固化背景下青年社会主义核心价值观内化机制研
究",13XJA710003,朱勋春
66,"民族学与文
化学",红河学院,规划基金项目,"云南哈尼族梯田文化遗产核心区元阳梯田稻作品种多
样性与传统知识研究",13XJA850001,黄绍文
67,"民族学与文
化学",西北民族大学,规划基金项目,"甘肃省少数民族民间公益慈善活动的现状调查研究—
以兰州市穆斯林慈善业为例",13XJA850003,马兰
68,"民族学与文
化学",西南大学,规划基金项目,西南民间传统科技教育资源开发研究,13XJA850002,李姗泽
69,"民族学与文
化学",大理学院,青年基金项目,美国援藏非政府组织的活动与影响研究,13XJC850004,曾晓阳
70,"民族学与文
化学",兰州大学,青年基金项目,"河湟地区土族传统社会组织青苗会与乡村社区建设研
究",13XJC850005,钟静静
71,"民族学与文
化学",内蒙古大学,青年基金项目,日本侵占时期及战后内蒙古民族政党研究,13XJC850001,"额日登巴
雅尔"
72,"民族学与文
化学",西南交通大学,青年基金项目,"民族走廊地区建筑文化交融研究——以岷江上游地区
羌族建筑为例",13XJC850002,马志韬
73,"民族学与文
化学",西南民族大学,青年基金项目,我国当前部分哈萨克族民众外迁问题研究,13XJC850003,纳森
74,社会学,广西大学,青年基金项目,社会转型与城市居民住房不平等的机制研究,13XJC840002,魏万青
75,社会学,西南财经大学天府学院,青年基金项目,"中国慈善组织内部控制机制及评价体系构建研究：贫
富差距调节器与社会稳定安全阀",13XJC840001,刘兴祥
76,统计学,重庆工商大学,青年基金项目,"弹性退休制下社会养老保险隐性债务随机精算模型及
应用研究",13XJC910001,孙荣
77,"图书馆、情
报与文献学",四川大学,规划基金项目,基于项目情境的社会科学信息查寻行为研究,13XJA870001,李桂华
78,"图书馆、情
报与文献学",西南大学,青年基金项目,"高校人文社会科学研究者信息需求规律及服务模式研
究",13XJC870001,丁恩俊
79,心理学,宁夏大学,规划基金项目,青少年慈善捐助行为归因的心理机制及教育干预,13XJA190001,丁凤琴
80,心理学,西北大学,规划基金项目,城市养老模式优化的实证研究——基于心理学视角,13XJA190002,刘连龙
81,心理学,兰州大学,青年基金项目,职业兴趣探索卡（大学本科版）的编制和应用研究,13XJC190002,张晓文
82,心理学,内蒙古师范大学,青年基金项目,蒙语词汇识别的ERP和眼动研究,13XJC190001,侯友
83,心理学,西南大学,青年基金项目,"伴侣面孔男性化-女性化偏好与伴侣特质偏好：女性与
男同性恋双重研究",13XJC190003,郑丽军
84,"新闻学与传
播学",广西大学,规划基金项目,基于生态学视角的中国传媒企业成长研究,13XJA860002,陈瑞群
85,"新闻学与传
播学",西北师范大学,规划基金项目,"基于语料库的汉语语言符号的网络再生及其生成逻辑
研究",13XJA860001,曹进
86,"新闻学与传
播学",陕西师范大学,青年基金项目,基于数字出版的学术期刊论文评价模式研究,13XJC860001,程琴娟
87,艺术学,陕西师范大学,规划基金项目,中西比较美术实践中的理论问题与方法论研究,13XJA760001,冯民生
88,艺术学,西南民族大学,规划基金项目,藏族音乐古籍、民间传谱资料整理研究,13XJA760002,穆兰
89,语言学,广西民族大学,规划基金项目,比较语言学视角下的壮语语素研究,13XJA740003,卢勇斌
90,语言学,绵阳师范学院,规划基金项目,宋代都市笔记俗语词研究,13XJA740004,杨观
91,语言学,黔南民族师范学院,规划基金项目,李善《文选注》音注研究,13XJA740001,李华斌
92,语言学,陕西师范大学,规划基金项目,TAPs 翻译教学应用研究,13XJA740005,郑元会
93,语言学,西北工业大学,规划基金项目,"基于模糊数学方法的四套大学英语网络教学系统软件
综合评价",13XJA740002,刘美岩
94,政治学,广西师范学院,规划基金项目,社会主义政治文明视阈下的政治纠错机制构建研究,13XJA810001,戴回天
95,政治学,咸阳师范学院,规划基金项目,"创新基层社会管理视域下利益相对受损群体的利益表
达机制研究",13XJA810002,张健
96,政治学,重庆三峡学院,青年基金项目,善治图景下政社分开与社团管理创新研究,13XJC810001,王栋
97,中国文学,长安大学,规划基金项目,微博文学影响力研究,13XJA751002,霍忠义
98,中国文学,河西学院,规划基金项目,"人口较少民族书面文学的历史形态、艺术建构与文化
影响研究",13XJA751006,王锐
99,中国文学,贺州学院,规划基金项目,"地域、空间与审美——唐宋诗词岭南意象的人文地理
学研究",13XJA751001,侯艳
100,中国文学,西南大学,规划基金项目,中国新诗的“公共性”问题研究,13XJA751007,向天渊
101,中国文学,云南师范大学,规划基金项目,明清云南科举文献整理及研究,13XJA751004,刘明坤
102,中国文学,重庆师范大学,规划基金项目,苏州派研究,13XJA751003,兰香梅
103,中国文学,重庆师范大学,规划基金项目,沈德潜与乾隆诗坛研究,13XJA751005,陆平
104,中国文学,重庆师范大学,青年基金项目,中共中央南方局与重庆抗战文学,13XJC751001,熊飞宇
105,宗教学,西北民族大学,规划基金项目,敦煌藏文禅宗文献的整理、翻译与研究,13XJA730001,牛宏
