0,1,2,3,4,5,6
序号,学科门类,学校名称,项目类别,项目名称,项目批准号,申请人
1,法学,安徽理工大学,规划基金项目,转型社会司法热点案件的法社会学研究,13YJA820038,莫良元
2,法学,北京理工大学,规划基金项目,最低生活保障标准立法规范化研究,13YJA820010,韩君玲
3,法学,北京理工大学,规划基金项目,专利池在中国的构建和运营：理论与实践,13YJA820039,曲三强
4,法学,北京印刷学院,规划基金项目,文化（产业）法的基本理论问题研究,13YJA820077,周艳敏
5,法学,东华理工大学,规划基金项目,我国农村股份合作社法律问题研究,13YJA820026,刘俊
6,法学,东南大学,规划基金项目,"双阶理论下政府采购体系化问题研究——基于法学和工
程管理的双重视角",13YJA820057,叶树理
7,法学,"对外经济贸易大
学",规划基金项目,动产担保公示及其优先顺位规则研究,13YJA820054,徐海燕
8,法学,"对外经济贸易大
学",规划基金项目,保险消费者保护制度及实施研究,13YJA820060,于海纯
9,法学,福建师范大学,规划基金项目,人格权法中的“特殊主体”及其权益的特殊保护,13YJA820067,张莉
10,法学,福州大学,规划基金项目,美国气候变化诉讼研究,13YJA820040,沈跃东
11,法学,阜阳师范学院,规划基金项目,典卖制度研究——历史法学的视角,13YJA820052,魏文超
12,法学,复旦大学,规划基金项目,侵权责任法中的基本权利问题研究,13YJA820030,刘志刚
13,法学,甘肃政法学院,规划基金项目,"项目制视域中的预算公平问题研究——以政府间财政权
力配置为线索",13YJA820025,梁亚民
14,法学,甘肃政法学院,规划基金项目,西部地区生态型反贫困法律保障研究,13YJA820029,刘晓霞
15,法学,甘肃政法学院,规划基金项目,风险社会语境下刑事政策的理性应对,13YJA820072,郑高键
16,法学,广东警官学院,规划基金项目,"1
法庭科学质量控制研究",13YJA820048,王迪
17,法学,广东商学院,规划基金项目,碳泄漏问题及其法律规制研究,13YJA820036,孟国碧
18,法学,广东商学院,规划基金项目,"量刑规范化改革的实效、问题及对策研究 ——以广东
、江苏两地实施细则及判例为样本",13YJA820050,王联合
19,法学,海南大学,规划基金项目,司法信息公开的理论探讨与制度构建,13YJA820024,李荣珍
20,法学,海南大学,规划基金项目,南海可利用无居民海岛资源开发法律问题研究,13YJA820043,唐俐
21,法学,海南大学,规划基金项目,国家管辖海域刑事管辖权研究,13YJA820045,童伟华
22,法学,杭州师范大学,规划基金项目,我国城市保障性住房管理的现状调查与法律制度完善,13YJA820002,常传领
23,法学,河北大学,规划基金项目,城镇化进程中的保障性住房建设政策法律问题研究,13YJA820037,孟庆瑜
24,法学,"河南财经政法大
学",规划基金项目,"消费者合同研究——以《消费者权益保护法》的修改为
背景",13YJA820068,张良
