0,1,2,3,4,5,6
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
1,"马克思主义/
思想政治教育",全面依法治国思想的传播环境研究,规划基金项目,18YJA710064,周宏,安徽工业大学
2,"马克思主义/
思想政治教育","新中国成立以来党维护国家文化安全的历史经验
研究",规划基金项目,18YJA710047,王未强,成都中医药大学
3,"马克思主义/
思想政治教育",新时代中国共产党意识形态话语能力建设研究,规划基金项目,18YJA710048,王越芬,东北林业大学
4,"马克思主义/
思想政治教育",21世纪人与自然生命共同体的生态拯救前沿探究,规划基金项目,18YJA710033,刘魁,东南大学
5,"马克思主义/
思想政治教育",习近平总书记关于意识形态工作的重要论述研究,规划基金项目,18YJA710060,张小锋,对外经济贸易大学
6,"马克思主义/
思想政治教育","以人民为中心的新时代获得感、幸福感和安全感
研究",规划基金项目,18YJA710040,邵雅利,福建江夏学院
7,"马克思主义/
思想政治教育","生命教育实施模式及存在问题研究——基于长三
角三省一市40所学校的实地调查",规划基金项目,18YJA710020,乐毅,复旦大学
8,"马克思主义/
思想政治教育",新时代港澳青少年爱国主义教育的叙事方式研究,规划基金项目,18YJA710042,万传华,"广东工程职业技术学
院"
9,"马克思主义/
思想政治教育","改革开放四十年中国共产党预防和化解社会矛盾
的探索与经验研究",规划基金项目,18YJA710005,陈位志,广东工业大学
10,"马克思主义/
思想政治教育","民族共同体视域下少数民族大学生中华文化认同
研究",规划基金项目,18YJA710039,秦素菡,广东技术师范学院
11,"马克思主义/
思想政治教育",习近平总书记关于海洋强国的重要论述研究,规划基金项目,18YJA710038,牟方君,广州航海学院
12,"马克思主义/
思想政治教育","2008年金融危机以来美国共产党理论与实践的新
发展研究",规划基金项目,18YJA710021,李海玉,河南理工大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
13,"马克思主义/
思想政治教育","“美好生活”视域下民众休闲方式的当代变革与
文化引领研究",规划基金项目,18YJA710058,张静,河南牧业经济学院
14,"马克思主义/
思想政治教育",我国农民改革实践的道义自觉及新时代走向研究,规划基金项目,18YJA710006,陈娱,河南农业大学
15,"马克思主义/
思想政治教育",高校思想政治理论课教学评价前提性问题研究,规划基金项目,18YJA710052,肖潇,湖北第二师范学院
16,"马克思主义/
思想政治教育",工业遗产的文化价值挖掘与传承研究,规划基金项目,18YJA710027,李睿,湖北工业大学
17,"马克思主义/
思想政治教育","延安时期党在青年中开展理想信念教育的基本经
验和当代价值研究",规划基金项目,18YJA710063,郑敏,湖北科技学院
18,"马克思主义/
思想政治教育",新时代中国共产党政党文化建设研究,规划基金项目,18YJA710004,陈克娥,湖北师范大学
19,"马克思主义/
思想政治教育","基于大数据的高校网络思想政治教育效力提升研
究",规划基金项目,18YJA710001,蔡建国,湖南大学
20,"马克思主义/
思想政治教育","中国共产党实现人民美好生活的历史经验与现实
发展研究",规划基金项目,18YJA710032,刘红英,湖南理工学院
21,"马克思主义/
思想政治教育","新型职业农民社会主义核心价值观的实践养成机
制研究",规划基金项目,18YJA710035,刘应君,"湖南网络工程职业学
院"
22,"马克思主义/
思想政治教育",“中国方案”全球治理创新研究,规划基金项目,18YJA710045,王聚芹,华北电力大学
23,"马克思主义/
思想政治教育",香港大学生国家认同研究,规划基金项目,18YJA710009,董海军,华南师范大学
24,"马克思主义/
思想政治教育","民主革命时期中国共产党对知识分子与工农关系
的认识研究",规划基金项目,18YJA710015,黄金魁,惠州学院
25,"马克思主义/
思想政治教育",新时代高校师生伦理冲突及消解研究,规划基金项目,18YJA710029,李英林,吉林农业大学
26,"马克思主义/
思想政治教育",中国共产党自我纠错能力研究,规划基金项目,18YJA710062,赵志峰,吉林医药学院
27,"马克思主义/
思想政治教育",基于分配正义的“美好生活”实践逻辑研究,规划基金项目,18YJA710049,魏传光,暨南大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
28,"马克思主义/
思想政治教育","21世纪国外马克思主义者关于实现共产主义的思
想研究",规划基金项目,18YJA710037,马云志,兰州大学
29,"马克思主义/
思想政治教育","古代书院个体品德培育对当代高校思想政治教育
的启示研究",规划基金项目,18YJA710010,杜华伟,兰州交通大学
30,"马克思主义/
思想政治教育",新时代坚决防止党内形成利益集团研究,规划基金项目,18YJA710046,王明华,南通大学
31,"马克思主义/
思想政治教育",陕甘宁边区廉政制度研究,规划基金项目,18YJA710007,陈志杰,南通大学
32,"马克思主义/
思想政治教育",人类命运共同体构建的文化维度研究,规划基金项目,18YJA710043,王春风,内蒙古大学
33,"马克思主义/
思想政治教育","国外马克思主义学者对《资本论》辩证法的新探
索研究",规划基金项目,18YJA710012,付文忠,山东大学
34,"马克思主义/
思想政治教育",当代大学生政治认同构建过程的实证研究,规划基金项目,18YJA710022,李寒梅,山东师范大学
35,"马克思主义/
思想政治教育",新媒体时代青少年国家认同研究,规划基金项目,18YJA710031,林岳新,汕头大学
36,"马克思主义/
思想政治教育",习近平总书记关于知识分子的重要论述研究,规划基金项目,18YJA710055,叶福林,上海交通大学
37,"马克思主义/
思想政治教育",新时代社会治理思想研究,规划基金项目,18YJA710018,孔凡河,上海政法学院
38,"马克思主义/
思想政治教育",新时代中国特色社会主义民生思想研究,规划基金项目,18YJA710051,吴素霞,上海政法学院
