0,1,2,3,4,5,6
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
1,"马克思主义/思
想政治教育",社会主要矛盾转化背景下的共享发展难题研究,青年基金项目,18XJC710008,唐子茜,电子科技大学
2,"马克思主义/思
想政治教育",积极心理学视域下高校思想政治教育的亲和力研究,青年基金项目,18XJC710003,黄宗芬,广西大学
3,"马克思主义/思
想政治教育",网络交往视域中大学生思想政治教育研究,青年基金项目,18XJC710002,黄静婧,广西中医药大学
4,"马克思主义/思
想政治教育",新时代人民主体思想研究,青年基金项目,18XJC710012,杨哲,内蒙古科技大学
5,"马克思主义/思
想政治教育",改革开放四十年来蒙汉文化互融的模式与经验研究,青年基金项目,18XJC710004,刘佳,内蒙古科技大学
6,"马克思主义/思
想政治教育","国家治理现代化与意识形态安全的内在契合及实现路
径研究",青年基金项目,18XJC710001,郝保权,西北工业大学
7,"马克思主义/思
想政治教育","延安时期党的领导与社会保障建设相统一的实践智慧
及其当代意义研究",青年基金项目,18XJC710010,文姚丽,西北政法大学
8,"马克思主义/思
想政治教育",新媒体时代大众道德体验的现状及引导研究,青年基金项目,18XJC710006,卢冬霜,西南大学
9,"马克思主义/思
想政治教育",新世纪以来欧洲当代中国政治发展研究的新趋向,青年基金项目,18XJC710013,张瑞岚,西南大学
10,"马克思主义/思
想政治教育","新时代高校学生党员发展质量动态调查与对策研究—
—基于大数据挖掘与大样本追踪调查",青年基金项目,18XJC710011,严敏,西南交通大学
11,"马克思主义/思
想政治教育",新时代大学生担当精神培育研究,青年基金项目,18XJC710005,刘晓玲,西南交通大学
12,"马克思主义/思
想政治教育","民族地区、边疆地区大学生马克思主义信仰教育中的
认同问题研究",青年基金项目,18XJC710009,韦玲,云南师范大学
13,"马克思主义/思
想政治教育","“担当民族复兴大任的时代新人”科学内涵与培养路
径研究",青年基金项目,18XJC710007,庞申伟,云南师范大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
14,"马克思主义/思
想政治教育",新时代党内政治生态治理机制构建研究,青年基金项目,18XJC710014,周琴,重庆工商大学
15,哲学,民族复兴背景下苗族传统伦理现代转换研究,规划基金项目,18XJA720002,罗连祥,贵州师范大学
16,哲学,“家”的现象学演进及其当代效应研究,规划基金项目,18XJA720001,程秋君,西安建筑科技大学
17,哲学,朱熹基层自治伦理思想及其当代价值研究,青年基金项目,18XJC720002,孔凡青,电子科技大学
18,哲学,女性的博物学实践及其对公众生态意识的影响研究,青年基金项目,18XJC720001,姜虹,四川大学
19,逻辑学,迭代信念修正若干关键问题研究,青年基金项目,18XJC72040001,孟华,西南交通大学
20,宗教学,巴渝道教文献的思想文化史研究,青年基金项目,18XJC730001,杨子路,西南大学
21,语言学,网络众包翻译模式下译者参与行为发生机制研究,规划基金项目,18XJA740002,张洁,西安理工大学
