0,1,2,3,4,5,6
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
1,"马克思主义/
思想政治教育","“共享发展”理念下西部民族地区医疗公正的理论
建构和实现路径研究",规划基金项目,16XJA710001,李杰,玉林师范学院
2,"马克思主义/
思想政治教育",新自由主义的意识形态性及其对中国的影响研究,青年基金项目,16XJC710002,云莉,内蒙古师范大学
3,"马克思主义/
思想政治教育",青年学生信仰形成与教育机制研究,青年基金项目,16XJC710001,封莎,延边大学
4,哲学,虞翻易学伦理思想研究,规划基金项目,16XJA720001,文平,贵州财经大学
5,哲学,马一浮儒佛会通思想研究,青年基金项目,16XJC720001,李永亮,西北师范大学
6,哲学,史观与美学理论更新路径研究,青年基金项目,16XJC720002,杨一博,西南政法大学
7,语言学,《资治通鉴释文》音系研究,规划基金项目,16XJA740001,邓强,昆明学院
8,语言学,韩礼德的新马克思主义语言研究取向,规划基金项目,16XJA740002,何远秀,长江师范学院
9,语言学,广西博白粤客方言接触与演变研究,青年基金项目,16XJC740005,刘莉,广西大学
10,语言学,河西走廊特色旅游资源整理及外宣研究,青年基金项目,16XJC740004,李玉婷,河西学院
11,语言学,"二语习得中频次效应对学习者言语产出影响机制的
研究",青年基金项目,16XJC740002,杜娟,兰州财经大学
12,语言学,面向语言信息处理的蒙古文同形词研究,青年基金项目,16XJC740008,淑琴,内蒙古大学
13,语言学,禅宗语用研究,青年基金项目,16XJC740001,陈家春,四川理工学院
14,语言学,"语言接触视角下四川康定地区汉语方言古入声演变
的历史层次",青年基金项目,16XJC740009,卫勤,四川民族学院
15,语言学,晚清民国常用词兴替与汉民族共同语词汇的形成,青年基金项目,16XJC740006,刘曼,西安外国语大学
16,语言学,基于接受美学的中国两千年术语音译嬗变疏理,青年基金项目,16XJC740007,石小梅,西安外国语大学
17,语言学,"GBP理论视域下的大学英语课程建设与教师发展同
构模式研究",青年基金项目,16XJC740003,李翠英,重庆交通大学
18,中国文学,周作人对中国传统文学的发现与转化,规划基金项目,16XJA751001,郭文元,天水师范学院
19,中国文学,鸳鸯蝴蝶派的趣味机制研究,规划基金项目,16XJA751002,胡安定,西南大学
20,中国文学,人文地理学视野下的晚明游记研究,青年基金项目,16XJC751008,邹定霞,川北医学院
21,中国文学,《墨子》现有英译文本中文化变异现象的研究,青年基金项目,16XJC751002,聂韬,电子科技大学
22,中国文学,布拉格学派美学理论重估研究,青年基金项目,16XJC751007,杨磊,昆明理工大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
23,中国文学,鄂伦春族神话分类研究,青年基金项目,16XJC751006,杨金戈,内蒙古民族大学
24,中国文学,地理空间与唐代僧侣文学研究,青年基金项目,16XJC751004,邵颖涛,西北大学
25,中国文学,桐城派诗歌选本研究,青年基金项目,16XJC751005,王松涛,西北大学
26,中国文学,"中国现代文学期刊中的英国文学译介研究（1917-
1937）",青年基金项目,16XJC751003,乔艳,长安大学
27,中国文学,现代中国知识界的“红学热”研究,青年基金项目,16XJC751001,陈荣阳,遵义师范学院
28,艺术学,桂林抗战音乐编年史(1937-1944),规划基金项目,16XJA760002,李莉,广西艺术学院
29,艺术学,当代艺术的传媒属性与艺术学刊的责任,规划基金项目,16XJA760003,吴永强,四川大学
30,艺术学,瑶族民歌歌唱语言研究,规划基金项目,16XJA760001,黄钰婷,梧州学院
31,艺术学,当代中国城市雕塑美学研究,青年基金项目,16XJC760001,骆玉平,四川美术学院
32,历史学,清代甘肃科举文献的收集、整理与研究,规划基金项目,16XJA770001,陈尚敏,兰州城市学院
33,历史学,出土简帛文献与中国早期术数信仰研究,规划基金项目,16XJA770003,吕亚虎,陕西师范大学
