0,1,2,3,4,5,6
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
1,"马克思主义/思
想政治教育","长期执政视域下中国共产党自我革命型政治人格的理论
意蕴与培育路径研究",规划基金项目,23XJA710004,唐芳云,广西科技大学
2,"马克思主义/思
想政治教育","中国共产党百年调查研究的发展历程、主要特征及基本
经验研究",青年基金项目,23XJC710009,申蔚竹,桂林电子科技大学
3,"马克思主义/思
想政治教育","舆论场域下网络意识形态传播风险演化与治理研究——
基于大数据挖掘与智能仿真分析",青年基金项目,23XJC710005,黎志勇,贺州学院
4,"马克思主义/思
想政治教育","马克思情感理论及其对铸牢中华民族共同体意识的意义
研究",青年基金项目,23XJC710003,董碧,吉首大学
5,"马克思主义/思
想政治教育",完善中国共产党党内法规制度体系研究,规划基金项目,23XJA710003,蒙慧,兰州大学
6,"马克思主义/思
想政治教育",延安时期老一辈革命家党的政治建设思想研究,青年基金项目,23XJC710006,刘栋,兰州大学
7,"马克思主义/思
想政治教育",大党独有难题的多维透视与破解理路研究,规划基金项目,23XJA710002,李辉山,兰州交通大学
8,"马克思主义/思
想政治教育",网络ACGN异化风险及引领路径研究,青年基金项目,23XJC710004,高登明,内江师范学院
9,"马克思主义/思
想政治教育",新时代社会组织协商的实践探索与实践趋向研究,规划基金项目,23XJA710006,杨晓梅,宁夏大学
10,"马克思主义/思
想政治教育",新时代高校思想政治教育制度效能提升研究,青年基金项目,23XJC710012,王丽,宁夏医科大学
11,"马克思主义/思
想政治教育",马克思主义正义理论视域下的共同富裕研究,青年基金项目,23XJC710010,史锡哲,陕西师范大学
12,"马克思主义/思
想政治教育","中国共产党探索开创中国式现代化的历史进程和基本经
验研究",规划基金项目,23XJA710005,王颖,四川城市职业学院
13,"马克思主义/思
想政治教育","中国式现代化进程中人精神生活的物化困境及破解路径
研究",青年基金项目,23XJC710001,陈黎梅,四川大学
14,"马克思主义/思
想政治教育",ChatGPT对高校思想政治理论课教学的冲击与应对研究,青年基金项目,23XJC710016,周巍,四川大学锦江学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
15,"马克思主义/思
想政治教育",中国式现代化与西方现代化的文明根基研究,规划基金项目,23XJA710001,寇爱林,西安交通大学
16,"马克思主义/思
想政治教育",国别比较视角下的中国式现代化技术进路研究,青年基金项目,23XJC710008,吕天择,西北工业大学
17,"马克思主义/思
想政治教育",治理责任视角下党建引领基层治理效能提升机制研究,青年基金项目,23XJC710002,党艳东,西北农林科技大学
18,"马克思主义/思
想政治教育","智媒时代主流意识形态具象化传播的逻辑理路与风险防
范研究",青年基金项目,23XJC710014,袁健,西北师范大学
19,"马克思主义/思
想政治教育","乡村振兴背景下中国共产党农村思想政治工作的现状与
变革研究",青年基金项目,23XJC710011,王存喜,西南石油大学
20,"马克思主义/思
想政治教育",中华民族共同体意识在民族地区高校的融入路径研究,青年基金项目,23XJC710007,鲁旭媛,玉溪师范学院
21,"马克思主义/思
想政治教育",21世纪美国共产主义史学新发展研究,青年基金项目,23XJC710013,杨柠聪,重庆大学
22,"马克思主义/思
想政治教育",新时代高校思政课青年教师成长的代际传承机制研究,青年基金项目,23XJC710015,张在磊,遵义医科大学
23,哲学,"冯契“智慧说”对中国马克思主义哲学知识体系建构的
价值研究",青年基金项目,23XJC720003,刘润东,海南师范大学
24,哲学,善的形而上学问题研究,规划基金项目,23XJA720001,"Berman K.H.
Chan",兰州大学
25,哲学,徐复观年谱,青年基金项目,23XJC720004,邵华,陕西理工大学
26,哲学,先秦易学观念及其美学思想发生论研究,青年基金项目,23XJC720001,樊高峰,西安外国语大学
27,哲学,现象学视域下的张载气论研究,青年基金项目,23XJC720002,李腾飞,西北大学
28,哲学,全球产业链排斥加剧背景下的国家发展权正义研究,规划基金项目,23XJA720003,沈云都,云南农业大学
29,哲学,"以患者为中心视角的癌症患者及家属死亡教育方案构建
及实证研究",规划基金项目,23XJA720002,李永红,遵义医科大学
30,宗教学,宋代道教雷法研究,规划基金项目,23XJA730002,刘莉,宁夏大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
31,宗教学,伊拉斯谟的知识共同体思想研究,青年基金项目,23XJC730002,许若容,陕西师范大学
32,宗教学,“行事钞记”文献整理与文体研究,规划基金项目,23XJA730001,国威,四川大学
33,宗教学,当代美国基督教民族主义研究,青年基金项目,23XJC730001,秦起秀,西华师范大学
34,语言学,基于人工智能的孤独症儿童语言障碍的筛查与康复研究,青年基金项目,23XJC740003,李西,成都师范学院
