0,1,2,3,4,5,6
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
1,"马克思主义/思
想政治教育",大数据时代高校意识形态安全及实现机制研究,规划基金项目,22YJA710017,李万银,安徽建筑大学
2,"马克思主义/思
想政治教育",习近平总书记关于民生的重要论述研究,规划基金项目,22YJA710036,王美玉,北京化工大学
3,"马克思主义/思
想政治教育",短视频语境下思想政治教育话语体系建设研究,规划基金项目,22YJA710042,吴琼,北京交通大学
4,"马克思主义/思
想政治教育",新兴青年群体利益诉求与政治认同关系研究,规划基金项目,22YJA710041,吴巧慧,北京联合大学
5,"马克思主义/思
想政治教育",古代医德思想中的当代思政要素研究,规划基金项目,22YJA710056,周晓菲,北京中医药大学
6,"马克思主义/思
想政治教育",青年学生网络意识形态风险生成的心理探源与防范研究,规划基金项目,22YJA710010,姜巧玲,长沙学院
7,"马克思主义/思
想政治教育",“网络圈群”中的大学生政治认同研究,规划基金项目,22YJA710046,杨晓强,成都医学院
8,"马克思主义/思
想政治教育","西部地方高校少数民族大学生铸牢中华民族共同体意识
教育常态化机制研究",规划基金项目,22YJA710002,陈亚惠,重庆工商大学
9,"马克思主义/思
想政治教育",共同富裕进程中农村相对贫困治理研究,规划基金项目,22YJA710030,王丹,大连海事大学
10,"马克思主义/思
想政治教育",大学生思政课学习力现状测度及提升策略研究,规划基金项目,22YJA710058,朱莲花,大连理工大学
11,"马克思主义/思
想政治教育",新时代提升中国生态文明国际话语权研究,规划基金项目,22YJA710007,侯彦杰,东北林业大学
12,"马克思主义/思
想政治教育",碳达峰碳中和目标下乡村绿色低碳发展的保障机制研究,规划基金项目,22YJA710012,李爱琴,东北林业大学
13,"马克思主义/思
想政治教育","中国共产党对“中国式现代化道路”的百年探索及原创
性贡献研究",规划基金项目,22YJA710001,陈立中,东莞理工学院
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
14,"马克思主义/思
想政治教育",基于网络文化圈群的主流价值传播话语体系构建研究,规划基金项目,22YJA710016,李赫男,广东科技学院
15,"马克思主义/思
想政治教育",智媒时代提升主流意识形态传播力的对策研究,规划基金项目,22YJA710043,吴晓斐,广东药科大学
16,"马克思主义/思
想政治教育",湘江战役口述史整理与研究,规划基金项目,22YJA710006,郭德钦,广西科技大学
17,"马克思主义/思
想政治教育",高校主流意识形态话语传播创新研究,规划基金项目,22YJA710023,罗迪,广州大学
18,"马克思主义/思
想政治教育",西部少数民族地区红色文化资源数字化保护与利用研究,规划基金项目,22YJA710019,李奕,贵州师范大学
19,"马克思主义/思
想政治教育","中国共产党以忧患意识促进长期执政能力提升的百年经
验研究",规划基金项目,22YJA710037,王青山,桂林理工大学
20,"马克思主义/思
想政治教育",新时代大学生奋斗精神培育研究,规划基金项目,22YJA710011,孔德生,哈尔滨工程大学
21,"马克思主义/思
想政治教育",重大突发事件应对中思想政治教育的功能研究,规划基金项目,22YJA710029,王晨,哈尔滨理工大学
22,"马克思主义/思
想政治教育",延安时期中国共产党自我革命形象建构研究,规划基金项目,22YJA710014,李德刚,哈尔滨学院
23,"马克思主义/思
想政治教育",新时代青年学生创业奋斗精神培育研究,规划基金项目,22YJA710020,李颖,河北农业大学
24,"马克思主义/思
想政治教育",新时代大学生国家安全观协同培育研究,规划基金项目,22YJA710008,黄世虎,河海大学
25,"马克思主义/思
想政治教育",基于红色家书文本的伟大建党精神传承弘扬研究,规划基金项目,22YJA710024,米卫娜,河南理工大学
26,"马克思主义/思
想政治教育",湖湘伦理精神融入新时代青少年理想人格塑造研究,规划基金项目,22YJA710034,王雷松,河南农业大学
27,"马克思主义/思
想政治教育","图像时代高校思想政治教育的话语景观及其审美建构研
究",规划基金项目,22YJA710052,张利远,河南师范大学
28,"马克思主义/思
想政治教育",“对标争先”视域下高校党建质量提升研究,规划基金项目,22YJA710054,张瑜,湖北美术学院
29,"马克思主义/思
想政治教育",数字时代社会主义意识形态引领力提升研究,规划基金项目,22YJA710050,张坤,湖南大学
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
30,"马克思主义/思
想政治教育",乡村全面振兴背景下村域道德记忆场所活化创新研究,规划基金项目,22YJA710051,张立群,湖南文理学院
31,"马克思主义/思
想政治教育",新时代“大思政课”建设的时空融合研究,规划基金项目,22YJA710038,王升臻,淮阴师范学院
32,"马克思主义/思
想政治教育","《资本论》中译本考证视域中的马克思主义话语中国化
研究",规划基金项目,22YJA710032,王冠群,江苏师范大学
33,"马克思主义/思
想政治教育","大中小学及幼儿园生态文明教育思政教学一体化模式研
究",规划基金项目,22YJA710027,汤明,九江学院
34,"马克思主义/思
想政治教育","新时代高校思政教育、劳动教育与专业教育融合发展的
机制及路径研究",规划基金项目,22YJA710035,王丽华,南京审计大学
35,"马克思主义/思
想政治教育",西南边境地区意识形态安全体系构建研究,规划基金项目,22YJA710044,谢丽丽,南宁师范大学
36,"马克思主义/思
想政治教育",百年党史中的英雄精神及其新时代传承弘扬研究,规划基金项目,22YJA710003,陈瑶,南通大学
