0,1,2,3,4,5,6
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
1,"马克思主义/思
想政治教育",新疆高校大学生中华民族共同体意识及其培育研究,规划基金项目,22XJJA710001,蔡浩,新疆大学
2,"马克思主义/思
想政治教育","依托项目协同培育新疆高校大学生中华民族共同体意识
研究",规划基金项目,22XJJA710002,胡小青,新疆大学
3,艺术学,富民兴疆战略下新疆乡村生态旅游景观规划策略研究,青年基金项目,22XJJC760003,张雪坤,昌吉学院
4,艺术学,乡村振兴视域下设计赋能南疆非遗手工艺活化策略研究,青年基金项目,22XJJC760001,何璐君,喀什大学
5,艺术学,"文化润疆视野下新世纪新疆优秀舞蹈作品音乐创作发展
研究",青年基金项目,22XJJC760002,尹潇敏,新疆师范大学
6,历史学,伊斯兰教中国化与南疆寺院经济研究（1840－1949年）,规划基金项目,22XJJA770002,张世才,新疆大学
7,历史学,中国馆藏托忒文档案整理研究,规划基金项目,22XJJA770001,"巴·巴图巴
雅尔",新疆师范大学
8,考古学,基于数字技术的新疆汉唐服饰文物整理与当代活化研究,规划基金项目,22XJJA780001,信晓瑜,新疆大学
9,管理学,"乡村振兴重点帮扶县规模性返贫监测和预警模型构建研
究",青年基金项目,22XJJC630001,张勤虎,塔里木大学
10,民族学与文化学,"后疫情期旅游生计韧性影响下非遗传承人持续参与意愿
与实现路径研究",规划基金项目,22XJJA850003,王春燕,塔里木大学
11,民族学与文化学,清代西域行记的边疆书写与国家认同研究,规划基金项目,22XJJA850001,冯冠军,新疆大学
12,民族学与文化学,中华文化在新疆的认同与传承研究,规划基金项目,22XJJA850002,和谈,新疆大学
13,民族学与文化学,"乡村振兴背景下南疆地区少数民族传统村落典型风貌的
保护调查研究",青年基金项目,22XJJC850001,梁卫娜,塔里木大学
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
14,新闻学与传播学,文化润疆视角下克孜尔石窟壁画的视觉再现与传播研究,青年基金项目,22XJJC860001,冯光,新疆理工学院
15,教育学,新疆民族地区国家通用语言文字教育成效跟踪研究,规划基金项目,22XJJA880001,陈得军,新疆师范大学
16,教育学,乡村振兴中新疆边境农牧区职业教育预防返贫问题研究,规划基金项目,22XJJA880002,李尽晖,"新疆师范高等专科
学校"
17,教育学,"新疆南疆地区学前教育阶段国家通用语言文字教育质量
提升机制研究",青年基金项目,22XJJC880001,刘飞,和田师范专科学校
18,教育学,"南疆四地州小学铸牢中华民族共同体意识课堂实践调查
研究",青年基金项目,22XJJC880002,马利杰,新疆大学
19,"交叉学科/综合
研究","新疆少数民族幼儿教师国家通用语言文字教学能力提升
策略研究",青年基金项目,22XJJC880003,李晨晨,石河子大学
