0,1,2,3,4,5,6
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
1,"马克思主义/思
想政治教育","党的十八大以来国外对中国共产党历史经验的认知和评
价研究",规划基金项目,22XJA710001,彭东琳,贵州大学
2,"马克思主义/思
想政治教育",共建中国-东盟“海洋命运共同体”的路径研究,规划基金项目,22XJA710003,魏永艳,贵州师范大学
3,"马克思主义/思
想政治教育","长征国家文化公园“红色标语”濒危资料的口述、整理
与数据库建设研究",规划基金项目,22XJA710002,汪玉峰,天水师范学院
4,"马克思主义/思
想政治教育","马克思主义在西南地区早期传播的文献搜集、整理与研
究",规划基金项目,22XJA710004,谢仁生,遵义医科大学
5,"马克思主义/思
想政治教育",新时代大学生网络话语风险的生成机理与防控对策研究,青年基金项目,22XJC710004,严丹,西安外国语大学
6,"马克思主义/思
想政治教育",新时代党的治疆方略视域下新疆共同富裕研究,青年基金项目,22XJC710002,马超,西北工业大学
7,"马克思主义/思
想政治教育",唯物史观总体性视域下的共同富裕研究,青年基金项目,22XJC710005,张起梁,西北工业大学
8,"马克思主义/思
想政治教育",新时代党建引领乡村振兴的嵌合性发展模式研究,青年基金项目,22XJC710001,豆书龙,西北农林科技大学
9,"马克思主义/思
想政治教育",延安时期党大兴调研之风的历史经验与启示研究,青年基金项目,22XJC710003,王小康,榆林学院
10,哲学,乡村振兴战略下的农村科学传播观念研究,规划基金项目,22XJA720001,王哲,内蒙古师范大学
11,哲学,"“《冬官》不亡派”与宋元明清时期的《周礼》“复古
”之争研究",规划基金项目,22XJA720002,夏微,西南财经大学
12,哲学,先秦两汉阴阳五行观念的三重转进及其历史效应研究,青年基金项目,22XJC720001,刘峰存,西安电子科技大学
13,哲学,认知哲学视域下的信念修正研究,青年基金项目,22XJC720002,孙丹阳,西安电子科技大学
序号,学科,项目名称,项目类别,项目批准号,申请人,学校名称
14,哲学,马克思古希腊伦理思想立体化建构研究,青年基金项目,22XJC720003,杨荣,西北工业大学
