0,1,2,3,4,5,6
序号,学科门类,学校名称,项目类别,项目名称,项目批准号,申请人
1,法学,云南财经大学,规划基金项目,中国—东盟区域货币合作的金融法规支持研究,12XJA820001,张涛
2,法学,昆明理工大学,青年基金项目,刑法从宽制度研究,12XJC820001,魏汉涛
3,法学,四川大学,青年基金项目,政法经费分类保障的运行机理与实践疑难问题破解研究,12XJC820002,张洪松
4,法学,西南大学,青年基金项目,"论古典自然法：托马斯·阿奎那《神学大全·论法律》
（拉丁文本）的翻译与解释",12XJC820003,陈庆
5,法学,西南民族大学,青年基金项目,当代彝族地区多元化纠纷解决机制研究,12XJC820004,李剑
6,管理学,桂林理工大学,青年基金项目,行政伦理视域下的多元异体问责创新机制研究,12XJC630001,卢智增
7,管理学,内蒙古大学,青年基金项目,"城乡统筹视域下养老保险制度整合研究：模式改良与结
构优化",12XJC630002,王晓东
8,管理学,重庆交通大学,青年基金项目,西部农村物流外包发展动力模型及路径研究,12XJC630003,刘云龙
9,交叉学科/综合研究,长江师范学院,青年基金项目,"基于实时定位管理模式的大型智慧景区三维GIS综合管理
系统建构与应用研究",12XJCZH001,刘军林
10,交叉学科/综合研究,兰州交通大学,青年基金项目,大面积疏散中基于人群出行行为的交通需求预测研究,12XJCZH002,高明霞
11,交叉学科/综合研究,西安工业大学,青年基金项目,西安易俗社戏曲改良运动研究,12XJCZH003,敬晓庆
12,交叉学科/综合研究,西北工业大学,青年基金项目,城市公交专用道网络优化研究,12XJCZH004,田娜
13,交叉学科/综合研究,重庆工商大学,青年基金项目,三峡工程农村移民生计可持续评价研究,12XJCZH005,代富强
14,教育学,内蒙古师范大学,规划基金项目,"开展""非常规""物理实验对促进民族地区初中物理课程改
革的实践研究",12XJA880001,张伟
15,教育学,陕西师范大学,规划基金项目,教师教育者教学能力及其发展研究,12XJA880002,刘鹂
16,教育学,西华师范大学,规划基金项目,"农村剩余劳动力成长为现代市民的动力机制研究—职业
教育的视角",12XJA880003,陈树生
17,教育学,宝鸡文理学院,青年基金项目,社会转型时期农村德育模式研究,12XJC880001,马多秀
18,教育学,兰州大学,青年基金项目,"我国研究型大学人才培养模式改革研究—基于大学创新
人才培养实验班建设的视角",12XJC880002,李雄鹰
19,教育学,陕西师范大学,青年基金项目,"西部地区幼儿园教师职后教育的现状调查与改进策略研
究",12XJC880003,高洁
20,教育学,四川师范大学,青年基金项目,"社会变迁背景下藏区学校民族文化传承的多维互动机制
研究",12XJC880004,敬鸿彬
21,教育学,"西安建筑科技大
学",青年基金项目,国际化进程中的高等教育质量评估比较研究,12XJC880005,赵立莹
22,教育学,西安交通大学,青年基金项目,大学生创业意向及其影响因素研究,12XJC880006,彭正霞
23,教育学,西南大学,青年基金项目,主体功能区规划下的西南民族地区教育结构调整研究,12XJC880007,田晓伟
24,教育学,西南民族大学,青年基金项目,"多元文化主义思潮下西部少数民族学生的国家认同与文
化融合研究",12XJC880008,李永政
25,教育学,西南民族大学,青年基金项目,嘉绒地区藏族舞蹈素材的收集整理与开发研究,12XJC880009,赵明
26,教育学,云南师范大学,青年基金项目,公共服务体系建设中我国农村体育公共服务供给的研究,12XJC880010,吕赟
27,教育学,云南师范大学,青年基金项目,"文化视野下西南边疆民族地区农村教师校本培训机制创
新研究",12XJC880011,苟顺明
28,教育学,重庆师范大学,青年基金项目,"快速城镇化背景下农村地区学前教育师资保障体系构建
研究",12XJC880012,陈妙娥
29,教育学,重庆师范大学,青年基金项目,西南少数民族农村地区学前双语教育问题研究,12XJC880013,苏小玲
30,经济学,河西学院,规划基金项目,"西北干旱区城市化与生态环境交互胁迫效应研究——以
河西走廊为例",12XJA790001,唐志强
31,经济学,西安交通大学,规划基金项目,基于电子商务链的网上交易信用服务体系研究,12XJA790002,李琪
32,经济学,云南财经大学,规划基金项目,西南省区矿产资源税费分配制度持续创新研究,12XJA790003,杨树琪
33,经济学,重庆师范大学,规划基金项目,创业的就业效应研究,12XJA790004,李贤柏
34,经济学,北方民族大学,青年基金项目,"宁夏主体功能区政策下的限制开发区地域功能评估与区
域发展模式研究",12XJC790001,刘自强
35,经济学,内蒙古财经学院,青年基金项目,"草原碳汇与农牧民生计策略问题研究——以内蒙古锡林
郭勒草原为例",12XJC790002,张文娟
36,经济学,陕西师范大学,青年基金项目,"城市化对都市农业功能影响及其二者功能优化研究--以
西安咸阳市为例",12XJC790003,周忠学
37,经济学,"西安电子科技大
学",青年基金项目,"中国民间金融制度发展与规范研究——立足于经济制度
变迁史的分析",12XJC790004,曾凯
38,经济学,西南财经大学,青年基金项目,西部地区县级财政健康问题研究,12XJC790005,张伦伦
39,经济学,西南大学,青年基金项目,"马克思经济增长理论的动力系统研究:理论模型与数值模
拟",12XJC790006,李海明
40,经济学,云南财经大学,青年基金项目,"西部民族地区农户消费的影响因素分析：基于家庭微观
数据的视角",12XJC790007,向其凤
41,经济学,云南师范大学,青年基金项目,"污染减排的内在动力：基于中央与地方、地方政府间竞
争的策略性博弈模型分析",12XJC790008,李正升
42,经济学,重庆大学,青年基金项目,西部农村扶贫开发中公共产品供求机制与模式研究,12XJC790009,徐鲲
43,经济学,重庆工商大学,青年基金项目,旅游企业网络声誉评价与管理研究,12XJC790010,吴涛
44,考古学,四川大学,规划基金项目,艺术地域性视野中的中国西南汉代画像研究,12XJA780001,罗二虎
45,考古学,西安美术学院,青年基金项目,陕北石窟调查与研究,12XJC780001,于春
46,历史学,四川音乐学院,规划基金项目,"五四时期中国知识分子思想转型研究——王光祈思想发
展研究",12XJA770001,赵崇华
47,历史学,西南交通大学,规划基金项目,新中国建立初期四川基层政权的建立与乡村社会治理,12XJA770002,冉绵惠
48,历史学,贵州大学,青年基金项目,清初庙堂理学研究,12XJC770001,王胜军
49,历史学,兰州大学,青年基金项目,冷战在刚果：美国对刚果危机（1960-1963）决策研究,12XJC770002,王延庆
50,历史学,兰州大学,青年基金项目,中国古代国家权力的运作——元代使臣研究,12XJC770003,苗冬
51,历史学,内蒙古工业大学,青年基金项目,清代国家祭祀研究,12XJC770004,王秀玲
52,历史学,内蒙古师范大学,青年基金项目,19—20世纪初期俄国合作社的思想和实践,12XJC770005,袁丽丽
53,历史学,陕西师范大学,青年基金项目,俄国1864年司法改革与帝俄晚期社会变迁研究,12XJC770006,郭响宏
54,历史学,四川农业大学,青年基金项目,女真统治下的儒学传承——金代儒学及儒学文献研究,12XJC770007,杨珩
55,历史学,四川外语学院,青年基金项目,20世纪尘肺病在美国的发现、认知及治理历程考察,12XJC770008,陈黎黎
56,历史学,西华师范大学,青年基金项目,冷战时期美巴关系研究,12XJC770009,兰江
57,历史学,西南大学,青年基金项目,抗日战争时期大后方糖业统制研究,12XJC770010,赵国壮
58,历史学,云南大学,青年基金项目,内地化进程中的清代云南慈善事业研究,12XJC770011,祁志浩
59,历史学,云南大学,青年基金项目,清代黔铅开发研究,12XJC770012,马琦
60,历史学,云南师范大学,青年基金项目,西欧中世纪圣母崇拜研究,12XJC770013,李玉华
