0,1,2,3,4,5,6
序号,学科门类,学校名称,项目类别,项目名称,项目批准号,申请人
1,法学,泸州医学院,规划基金项目,药品侵权责任研究,11XJA820002,宋民宪
2,法学,西南政法大学,规划基金项目,有组织犯罪之资产处置研究,11XJA820001,刘湘廉
3,法学,成都学院,青年基金项目,社区矫正制度在彝族聚居区的试点与探索,11XJC820004,唐文娟
4,法学,四川外语学院,青年基金项目,城市化进程中被征地农民权益的法律保障,11XJC820001,衡爱民
5,法学,西北大学,青年基金项目,中东伊斯兰国家法律变革比较研究,11XJC820002,刘雁冰
6,法学,西南交通大学,青年基金项目,我国地方政府融资的法律规制研究,11XJC820005,杨珊
7,法学,西南政法大学,青年基金项目,从结果加重犯着手重构犯罪论体系,11XJC820003,邵栋豪
8,管理学,成都中医药大学,规划基金项目,四川省乡村医生收入现状及其报酬结构策略研究,11XJA630003,杨练
9,管理学,西南财经大学,规划基金项目,中国本土企业对在华跨国公司的技术追赶研究,11XJA630001,刘夏明
10,管理学,重庆工商大学,规划基金项目,信任性服务忠诚的形成机制及其应用研究,11XJA630002,谢春昌
11,管理学,广西财经学院,青年基金项目,喀斯特地区水资源危机临界识别与调控政策研究,11XJC630001,陈思源
12,管理学,兰州交通大学,青年基金项目,应急交通与物流系统综合优化方法研究,11XJC630009,马昌喜
13,管理学,兰州理工大学,青年基金项目,旅游环境承载力预警系统的构建及耦合机制研究,11XJC630016,杨秀平
14,管理学,宁夏大学,青年基金项目,旅游冲突事件的形成机理与管理机制研究,11XJC630017,赵多平
15,管理学,西安交通大学,青年基金项目,"电子政务服务特征、公众信任与公众电子参与的关系
研究",11XJC630012,王立华
16,管理学,西北大学,青年基金项目,"低碳经济约束下西部能源企业环境行为的影响机理研
究",11XJC630010,王凤
17,管理学,西北民族大学,青年基金项目,"战略性新兴产业技术选择与要素禀赋的耦合效应研究
－以“兰西经济区”为例",11XJC630008,李秀芬
18,管理学,西北农林科技大学,青年基金项目,"基于资源禀赋变化视角的西部退耕还林地区农户收入
增长机制研究",11XJC630004,郭亚军
19,管理学,西南大学,青年基金项目,产业转型视阀下新生代农民工创业的公共支持研究,11XJC630013,韦吉飞
20,管理学,西南交通大学,青年基金项目,管理视野中的自我管理及其价值问题研究,11XJC630003,郭海龙
21,管理学,西南民族大学,青年基金项目,"遗产旅游体验的差异化及其生成机制研究——以四川
三个世界遗产地为例",11XJC630002,董亮
22,管理学,重庆大学,青年基金项目,动态回收条件下多维再生建筑材料定价模型研究,11XJC630014,谢秋
23,管理学,重庆工商大学,青年基金项目,模型与实证：新生代农民工择业行为研究,11XJC630005,何淑明
24,管理学,重庆工商大学,青年基金项目,乡村旅游开发中农民权益保障的长效机制研究,11XJC630007,李南洁
25,管理学,重庆文理学院,青年基金项目,"基于二元语义和证据理论的新兴技术商业化潜力评价
模型及应用",11XJC630011,王红君
26,管理学,重庆文理学院,青年基金项目,基于“形象遮蔽”理论的亚旅游目的地开发研究,11XJC630015,颜珂
27,管理学,重庆邮电大学,青年基金项目,网络经济违法监管的理论分析与模式构建,11XJC630006,蹇洁
28,国际问题研究,西南科技大学,规划基金项目,欧洲穆斯林问题研究,11XJAGJW001,胡雨
29,国际问题研究,云南大学,青年基金项目,缅甸北部少数民族政治研究,11XJCGJW001,祝湘辉
30,"交叉学科/综合研
究",陕西师范大学,规划基金项目,"基于城市层面的中国对美国投资的空间格局和区位选
择研究",11XJAZH001,陈瑛
31,"交叉学科/综合研
究",西南科技大学,规划基金项目,"民间川剧文化表达与环境空间关系及其保护开发研究-
-以四川郪江古镇遗产保护开发为例",11XJAZH002,袁犁
32,"交叉学科/综合研
究",兰州大学,青年基金项目,敦煌游艺文化研究,11XJCZH001,丛振
33,"交叉学科/综合研
究",四川大学,青年基金项目,西藏共享型经济发展方式研究,11XJCZH004,李中锋
34,"交叉学科/综合研
究",西南财经大学,青年基金项目,金融业可重用数字证书研究与设计,11XJCZH002,康立
35,"交叉学科/综合研
究",重庆交通大学,青年基金项目,"服务西部支柱产业的川渝高校工业设计创新平台建设
研究",11XJCZH003,李伟湛
36,"交叉学科/综合研
究",重庆师范大学,青年基金项目,"国难中的大学与社会：抗战时期内迁重庆的国立中央
大学研究",11XJCZH005,罗玲
37,"交叉学科/综合研
究",重庆师范大学,青年基金项目,明清书院文学教育研究,11XJCZH006,唐旭
38,教育学,宝鸡文理学院,规划基金项目,"《教育规划纲要》视域中的西部地方一般高校社会服
务的有效模式研究",11XJA880009,王富平
39,教育学,北方民族大学,规划基金项目,"基于教育均衡视角的民族地区小学分布与师资状况调
查研究--以宁夏为例",11XJA880007,麦海娟
40,教育学,桂林电子科技大学,规划基金项目,"西部地区地方高校债务化解方案及风险防范长效机制
研究",11XJA880011,曾繁荣
41,教育学,天水师范学院,规划基金项目,西部农村基督教文教传播策略及其影响的实证研究,11XJA880005,李艳红
42,教育学,西北民族大学,规划基金项目,新媒体环境下少数民族地区教师教学能力发展研究,11XJA880003,焦道利
43,教育学,西北师范大学,规划基金项目,"高等学校“以勤代补”资助模式研究——以甘肃省高
校为例",11XJA880006,李振江
44,教育学,西南财经大学,规划基金项目,"高水平行业特色型大学学科群发展战略研究——基于
典型案例的实证",11XJA880002,陈益刚
45,教育学,西南民族大学,规划基金项目,凉山彝族舞蹈素材收集整理与开发研究,11XJA880008,沈惹晓贞
46,教育学,云南师范大学,规划基金项目,"边疆少数民族地方发展网络结构中学校教育功能的偏
离与调适研究—以云南省为例",11XJA880004,李娟
47,教育学,重庆工商大学,规划基金项目,西部大学生就业问题对策及实证研究,11XJA880010,易忠
48,教育学,重庆师范大学,规划基金项目,当代儿童社会规范认同及其培育研究,11XJA880001,陈世联
49,教育学,长江师范学院,青年基金项目,进化认识论视野下生态语言教学模式研究,11XJC880007,吴文
50,教育学,成都学院,青年基金项目,"区域特色课程资源整合对创新藏区中职人才培养模式
的支持研究",11XJC880001,白杨
51,教育学,广西大学,青年基金项目,西部民族地区地方高校核心竞争力的培育与提升研究,11XJC880004,任初明
52,教育学,宁夏大学,青年基金项目,宁夏农村中小学教师远程学习适应性研究,11XJC880003,贾巍
53,教育学,渭南师范学院,青年基金项目,澳大利亚公民教育的发展与变革研究,11XJC880002,韩芳
54,教育学,西安交通大学,青年基金项目,"高校国际化与大学文化间性：西安、上海两地留学生
经历研究",11XJC880005,田美
55,教育学,西北师范大学,青年基金项目,"农村中小学教师专业发展状况的调查研究——以甘肃
省为例",11XJC880006,王等等
56,经济学,宝鸡文理学院,规划基金项目,"渭河中下游洪水资源化潜力、效益风险评估与安全利
用研究",11XJA790006,李景宜
57,经济学,甘肃农业大学,规划基金项目,"甘肃省舟曲县特大泥石流灾区农牧民生计重建绩效评
价与可持续生计模式研究",11XJA790001,陈炜
58,经济学,贵州财经学院,规划基金项目,房地产市场非理性繁荣的政治经济学分析,11XJA790002,范方志
59,经济学,贵州财经学院,规划基金项目,"西部贫困民族地区自然资源利益分配机制对资源诅咒
的影响研究—以黔西南为例",11XJA790007,姚伟峰
60,经济学,陕西理工学院,规划基金项目,西部生态化城镇建设道路研究,11XJA790003,关嵩山
61,经济学,西安建筑科技大学,规划基金项目,"商品住宅价格上涨的动力因素及形成机理研究—来自
35个重点城市的面板数据",11XJA790005,兰峰
62,经济学,西北大学,规划基金项目,"产业集聚的技术溢出效应研究——以国家级高新技术
产业开发区为例",11XJA790004,惠宁
63,经济学,成都信息工程学院,青年基金项目,西南地区农业气象灾害防灾减灾能力构建范式研究,11XJC790001,鲍文
64,经济学,广西师范学院,青年基金项目,碳排放规制对我国产品内贸易的影响及其应对研究,11XJC790008,丘兆逸
65,经济学,贵州大学,青年基金项目,喀斯特生态脆弱地区资源型产业可持续发展研究,11XJC790012,闫鸿鹂
